lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
SLC37A3	-0.1	-0.06	-0.02	0.003	5.731	0.677	0.021	0	0	1	0.338	1	9
SRA1	-0.091	-0.054	-0.018	0.004	6.406	0.602	0.019	0	0	1	0.338	1	9
STAC2	-0.196	-0.117	-0.038	0.004	12.868	0.116	0.04	0.005	37.829	1.608	0.338	1	9
TMEM170	0.021	0.065	0.108	0.003	1.532	0.465	0.022	0	0	1	0.338	1	3
WARS	-0.093	-0.056	-0.018	0.004	2.791	0.835	0.019	0	0	1	0.338	1	7
WDR57	-0.118	-0.071	-0.023	0.004	3.754	0.289	0.024	0	20.078	1.251	0.338	1	4
CLNS1A	0.009	0.028	0.047	0.004	5.753	0.675	0.01	0	0	1	0.343	1	9
SNORA54	0.245	0.755	1.266	0.004	0.1	0.752	0.261	0	0	1	0.343	1	2
ACER2	-0.429	-0.256	-0.082	0.004	2.023	0.918	0.088	0	0	1	0.346	1	7
ADPRHL2	0.013	0.042	0.071	0.004	2.985	0.811	0.015	0	0	1	0.346	1	7
ARF6	0.048	0.148	0.249	0.004	4.201	0.756	0.051	0	0	1	0.346	1	8
ARL5B	0.062	0.194	0.326	0.004	2.795	0.834	0.067	0	0	1	0.346	1	7
CMTM7	0.021	0.064	0.108	0.004	5.307	0.87	0.022	0	0	1	0.346	1	11
FAM108B1	0.105	0.331	0.556	0.004	0.446	0.504	0.115	0	0	1	0.346	1	2
GALNT9	-0.081	-0.048	-0.016	0.004	3.271	0.916	0.017	0	0	1	0.346	1	9
GFRA2	-0.091	-0.054	-0.017	0.004	8.365	0.593	0.019	0	0	1	0.346	1	11
IRG1	-0.166	-0.099	-0.031	0.004	0.981	0.322	0.034	0	0	1	0.346	1	2
LOC647070	-0.235	-0.14	-0.044	0.004	0.362	0.547	0.049	0	0	1	0.346	1	2
MGC52057	-0.121	-0.072	-0.023	0.004	0.069	0.966	0.025	0	0	1	0.346	1	3
NDC80	0.095	0.296	0.497	0.004	7.766	0.256	0.103	0.016	22.742	1.294	0.346	1	7
NOLC1	0.063	0.196	0.329	0.004	7.195	0.409	0.068	0.001	2.704	1.028	0.346	1	8
OXA1L	-0.073	-0.043	-0.014	0.004	7.649	0.57	0.015	0	0	1	0.346	1	10
SRSF9	0.1	0.31	0.52	0.004	1.321	0.516	0.107	0	0	1	0.346	1	3
TEX29	-0.12	-0.071	-0.023	0.004	2.065	0.724	0.025	0	0	1	0.346	1	5
TMF1	0.053	0.166	0.279	0.004	4.77	0.574	0.058	0	0	1	0.346	1	7
WDR8	-0.057	-0.034	-0.011	0.004	2.256	0.521	0.012	0	0	1	0.346	1	4
ZNF10	-0.078	-0.047	-0.015	0.004	8.604	0.57	0.016	0	0	1	0.346	1	11
AP3B2	-0.085	-0.05	-0.016	0.004	3.195	0.866	0.018	0	0	1	0.347	1	8
DBT	0.011	0.036	0.061	0.004	8.052	0.624	0.013	0	0	1	0.347	1	11
ICAM4	-0.501	-0.298	-0.094	0.004	4.912	0.427	0.104	0	0	1	0.347	1	6
LOC284023	0.085	0.269	0.452	0.004	0.257	0.612	0.094	0	0	1	0.347	1	2
ALOX5AP	0.046	0.148	0.25	0.004	7.352	0.692	0.052	0	0	1	0.35	1	11
ARL1	-0.075	-0.045	-0.014	0.004	6.505	0.771	0.016	0	0	1	0.35	1	11
CPNE3	0.022	0.07	0.118	0.004	5.768	0.834	0.024	0	0	1	0.35	1	11
FAM9B	-0.11	-0.065	-0.021	0.004	0.421	0.936	0.023	0	0	1	0.35	1	4
HAB1	-0.387	-0.23	-0.072	0.004	0.49	0.484	0.08	0	0	1	0.35	1	2
LOC100505918	0.07	0.222	0.374	0.004	1.3	0.254	0.078	0.003	23.069	1.3	0.35	1	2
LOC196463	-0.144	-0.085	-0.027	0.004	1.007	0.604	0.03	0	0	1	0.35	1	3
LOC284865	-0.255	-0.151	-0.048	0.004	0.228	0.633	0.053	0	0	1	0.35	1	2
METTL1	0.012	0.037	0.063	0.004	5.229	0.814	0.013	0	0	1	0.35	1	10
OR5K3	-0.832	-0.494	-0.156	0.004	0.703	0.402	0.173	0	0	1	0.35	1	2
SEC6L1	-0.084	-0.05	-0.016	0.004	0.416	0.812	0.018	0	0	1	0.35	1	3
TLX1	0.034	0.11	0.185	0.004	3.518	0.621	0.038	0	0	1	0.35	1	6
ARMH1	-0.385	-0.228	-0.071	0.004	1.377	0.502	0.08	0	0	1	0.352	1	3
OR2C1	0.022	0.07	0.119	0.004	1.544	0.672	0.025	0	0	1	0.352	1	4
SAP18	0.016	0.052	0.088	0.004	4.731	0.786	0.018	0	0	1	0.352	1	9
SDR16C6P	0.078	0.249	0.42	0.004	0.031	0.86	0.087	0	0	1	0.352	1	2
UBE2L6	0.016	0.052	0.088	0.004	4.899	0.898	0.018	0	0	1	0.353	1	11
MPIG6B	-0.35	-0.207	-0.064	0.004	3.253	0.354	0.073	0.002	7.77	1.084	0.357	1	4
FTHL17	-0.183	-0.108	-0.033	0.005	2.514	0.473	0.038	0	0	1	0.365	1	4
SPATA45	0.044	0.142	0.24	0.005	3.045	0.385	0.05	0	1.487	1.015	0.365	1	4
LRP8	-0.105	-0.062	-0.019	0.005	6.474	0.594	0.022	0	0	1	0.367	1	9
DUSP18	0.015	0.05	0.084	0.005	7.373	0.69	0.018	0	0	1	0.369	1	11
LDHAL6A	-0.083	-0.049	-0.015	0.005	1.394	0.966	0.017	0	0	1	0.374	1	7
FNBP4	-0.066	-0.039	-0.012	0.005	8.772	0.554	0.014	0	0	1	0.377	1	11
PGC	-0.271	-0.16	-0.049	0.005	4.319	0.504	0.057	0	0	1	0.377	1	6
PHF2	0.017	0.054	0.092	0.005	2.98	0.965	0.019	0	0	1	0.377	1	10
TTC5	0.015	0.05	0.084	0.005	8.33	0.501	0.018	0	0	1	0.377	1	10
ZNF213	-0.072	-0.042	-0.013	0.005	9.159	0.517	0.015	0	0	1	0.377	1	11
MRRF	-0.052	-0.031	-0.009	0.005	6.013	0.739	0.011	0	0	1	0.379	1	10
KIAA0446	-0.081	-0.048	-0.014	0.005	0.407	0.816	0.017	0	0	1	0.38	1	3
DKFZp686L1814	-0.09	-0.053	-0.016	0.005	0.743	0.69	0.019	0	0	1	0.384	1	3
PEA15	0.015	0.051	0.086	0.005	14.295	0.16	0.018	0.001	30.044	1.429	0.384	1	11
FSBP	0.071	0.238	0.404	0.005	2.857	0.414	0.085	0	0	1	0.385	1	4
NELL1	-0.133	-0.079	-0.024	0.005	4.315	0.743	0.028	0	0	1	0.385	1	8
AAMDC	0.04	0.133	0.227	0.005	2.393	0.495	0.048	0	0	1	0.386	1	4
TMCO1	0.011	0.037	0.064	0.005	10	0.441	0.013	0	0	1	0.387	1	11
CRYM	-0.205	-0.121	-0.036	0.005	3.223	0.92	0.043	0	0	1	0.389	1	9
GDAP1L1	-0.067	-0.04	-0.012	0.005	3.615	0.89	0.014	0	0	1	0.389	1	9
GMPR2	-0.072	-0.042	-0.013	0.005	4.636	0.914	0.015	0	0	1	0.389	1	11
GNB3	-0.326	-0.192	-0.057	0.005	2.316	0.678	0.069	0	0	1	0.389	1	5
HMFN0839	-0.143	-0.084	-0.025	0.005	1.562	0.458	0.03	0	0	1	0.389	1	3
RPL18A	0.009	0.031	0.053	0.005	5.836	0.756	0.011	0	0	1	0.389	1	10
THADA	0.01	0.034	0.059	0.005	8.25	0.509	0.012	0	0	1	0.389	1	10
TLR8-AS1	-0.275	-0.161	-0.048	0.005	0.84	0.359	0.058	0	0	1	0.389	1	2
UNG	0.024	0.082	0.139	0.005	6.66	0.757	0.029	0	0	1	0.39	1	11
CD63	0.017	0.056	0.096	0.005	6.604	0.762	0.02	0	0	1	0.391	1	11
N-PAC	-0.042	-0.025	-0.007	0.005	2.757	0.431	0.009	0	0	1	0.391	1	4
RRAGD	0.021	0.072	0.122	0.005	11.143	0.346	0.026	0.001	10.256	1.114	0.391	1	11
SEZ6L2	-0.062	-0.036	-0.011	0.005	2.473	0.929	0.013	0	0	1	0.391	1	8
VAMP8	0.026	0.088	0.15	0.005	4.199	0.898	0.032	0	0	1	0.391	1	10
TUBG2	-0.072	-0.042	-0.012	0.005	3.244	0.918	0.015	0	0	1	0.392	1	9
ZNF385B	-0.083	-0.048	-0.014	0.005	2.219	0.696	0.017	0	0	1	0.392	1	5
CYP19A1	0.016	0.055	0.094	0.005	2.594	0.628	0.02	0	0	1	0.395	1	5
DDX50	-0.054	-0.032	-0.009	0.006	3.583	0.937	0.011	0	0	1	0.399	1	10
AQP7P1	-0.472	-0.276	-0.081	0.006	0.112	0.738	0.1	0	0	1	0.401	1	2
ARID4B	0.022	0.076	0.13	0.006	5.96	0.819	0.027	0	0	1	0.401	1	11
GRAMD1A	0.011	0.039	0.067	0.006	6.588	0.764	0.014	0	0	1	0.401	1	11
LOC100130417	-0.239	-0.14	-0.041	0.006	0.6	0.439	0.051	0	0	1	0.401	1	2
MCHR2-AS1	-0.183	-0.107	-0.031	0.006	0.029	0.865	0.039	0	0	1	0.401	1	2
YTHDC1	0.009	0.031	0.054	0.006	9.866	0.452	0.011	0	0	1	0.401	1	11
ASCC3	0.042	0.144	0.247	0.006	1.682	0.975	0.052	0	0	1	0.402	1	8
NKIRAS2	0.015	0.051	0.087	0.006	7.255	0.701	0.018	0	0	1	0.402	1	11
PCED1B	0.078	0.267	0.457	0.006	1.808	0.875	0.097	0	0	1	0.402	1	6
TIMP2	0.018	0.061	0.104	0.006	11.83	0.297	0.022	0.001	15.469	1.183	0.402	1	11
GSG2	-0.281	-0.165	-0.048	0.006	0.664	0.717	0.06	0	0	1	0.403	1	3
OR4D11	-0.723	-0.423	-0.123	0.006	0.074	0.785	0.153	0	0	1	0.403	1	2
C1orf52	0.01	0.036	0.061	0.006	5.318	0.504	0.013	0	0	1	0.404	1	7
GRPEL1	-0.056	-0.033	-0.01	0.006	5.316	0.723	0.012	0	0	1	0.404	1	9
H6PD	0.032	0.111	0.191	0.006	6.631	0.468	0.04	0	0	1	0.404	1	8
ZFHX1B	0.028	0.097	0.167	0.006	1.805	0.406	0.035	0	0	1	0.404	1	3
LOC101929148	-0.207	-0.121	-0.035	0.006	0.25	0.617	0.044	0	0	1	0.405	1	2
SLC30A5	-0.065	-0.038	-0.011	0.006	5.163	0.74	0.014	0	0	1	0.405	1	9
KMT5A	-0.29	-0.169	-0.048	0.006	3.75	0.441	0.062	0	0	1	0.416	1	5
LOC100147773	0.063	0.221	0.378	0.006	0.182	0.67	0.08	0	0	1	0.416	1	2
DDX24	-0.081	-0.047	-0.013	0.006	7.676	0.567	0.017	0	0	1	0.418	1	10
FAAP24	-0.432	-0.252	-0.072	0.006	1.636	0.441	0.092	0	0	1	0.418	1	3
GPR39	-0.131	-0.076	-0.022	0.006	3.204	0.524	0.028	0	0	1	0.418	1	5
SP110	0.02	0.069	0.119	0.006	6.194	0.72	0.025	0	0	1	0.418	1	10
SPEM1	-0.312	-0.182	-0.052	0.006	7.64	0.177	0.066	0.009	34.551	1.528	0.418	1	6
ESRRA	-0.078	-0.046	-0.013	0.006	5.189	0.878	0.017	0	0	1	0.423	1	11
AVPI1	-0.063	-0.037	-0.01	0.006	8.826	0.453	0.013	0	0	1	0.428	1	10
MYRIP	-0.09	-0.052	-0.015	0.006	7.303	0.504	0.019	0	0	1	0.428	1	9
DPYSL3	0.009	0.031	0.054	0.007	6.101	0.73	0.012	0	0	1	0.433	1	10
PA2G4	0.011	0.04	0.069	0.007	2.545	0.924	0.015	0	0	1	0.433	1	8
THRAP5	0.013	0.048	0.082	0.007	0.222	0.895	0.017	0	0	1	0.433	1	3
C4B	-0.314	-0.183	-0.051	0.007	1.012	0.798	0.067	0	0	1	0.434	1	4
MIR137	-0.304	-0.176	-0.049	0.007	0.004	0.948	0.065	0	0	1	0.434	1	2
CSTA	0.045	0.16	0.276	0.007	5.164	0.64	0.059	0	0	1	0.435	1	8
RNASET2	0.026	0.093	0.16	0.007	6.893	0.648	0.034	0	0	1	0.436	1	10
SMC4	0.014	0.049	0.084	0.007	1.849	0.994	0.018	0	0	1	0.436	1	10
CENTD1	0.021	0.076	0.131	0.007	1.988	0.575	0.028	0	0	1	0.437	1	4
EIF3S12	-0.094	-0.055	-0.015	0.007	0.934	0.627	0.02	0	0	1	0.437	1	3
LOC100506731	-0.201	-0.116	-0.032	0.007	1.014	0.314	0.043	0	1.335	1.014	0.437	1	2
PCDHB4	-0.103	-0.06	-0.016	0.007	5.903	0.658	0.022	0	0	1	0.443	1	9
FRAP1	-0.051	-0.03	-0.008	0.007	0.285	0.963	0.011	0	0	1	0.444	1	4
PKNOX1	0.014	0.05	0.086	0.007	3.601	0.936	0.018	0	0	1	0.444	1	10
LRP1	0.011	0.041	0.072	0.007	9.591	0.477	0.015	0	0	1	0.446	1	11
C9orf19	0.025	0.091	0.156	0.007	0.131	0.937	0.034	0	0	1	0.452	1	3
DSCR2	-0.214	-0.124	-0.034	0.007	1.224	0.542	0.046	0	0	1	0.452	1	3
VDAC2	0.035	0.128	0.222	0.007	3.255	0.776	0.048	0	0	1	0.452	1	7
HSMPP8	-0.085	-0.049	-0.013	0.007	1.071	0.585	0.018	0	0	1	0.457	1	3
MRPL49P1	-0.178	-0.103	-0.028	0.007	0.99	0.32	0.038	0	0	1	0.457	1	2
AKAP1	-0.083	-0.048	-0.013	0.007	10.69	0.382	0.018	0	6.451	1.069	0.458	1	11
C1GALT1	0.018	0.065	0.113	0.007	7.074	0.529	0.024	0	0	1	0.458	1	9
CYC1	-0.067	-0.039	-0.01	0.007	7.339	0.693	0.014	0	0	1	0.458	1	11
EIF2AK1	-0.053	-0.03	-0.008	0.007	4.259	0.935	0.011	0	0	1	0.458	1	11
EXOSC5	-0.078	-0.045	-0.012	0.007	8.325	0.597	0.017	0	0	1	0.458	1	11
FLJ20628	-0.12	-0.069	-0.019	0.007	2.538	0.468	0.026	0	0	1	0.458	1	4
PH-4	-0.086	-0.049	-0.013	0.007	1.974	0.578	0.018	0	0	1	0.458	1	4
SFTA1P	-0.235	-0.136	-0.037	0.007	1.629	0.443	0.051	0	0	1	0.458	1	3
TMPRSS11F	-0.666	-0.385	-0.103	0.007	2.931	0.231	0.143	0.021	31.758	1.465	0.458	1	3
UBA52	0.007	0.025	0.043	0.007	10.371	0.409	0.009	0	3.575	1.037	0.458	1	11
VGF	-0.284	-0.164	-0.044	0.007	12.046	0.211	0.061	0.009	25.285	1.338	0.458	1	10
C14orf104	-0.091	-0.053	-0.014	0.008	0.767	0.682	0.02	0	0	1	0.463	1	3
C17orf49	-0.069	-0.04	-0.011	0.008	4.146	0.657	0.015	0	0	1	0.463	1	7
RAB23	0.013	0.048	0.084	0.008	5.519	0.597	0.018	0	0	1	0.463	1	8
SNORD33	0.152	0.573	0.994	0.008	1.047	0.306	0.215	0.009	4.466	1.047	0.464	1	2
TEX22	0.028	0.105	0.182	0.008	3.561	0.736	0.039	0	0	1	0.467	1	7
IL17A	-0.104	-0.06	-0.016	0.008	3.209	0.524	0.023	0	0	1	0.471	1	5
NDUFS3	-0.046	-0.027	-0.007	0.008	5.695	0.681	0.01	0	0	1	0.471	1	9
SLC39A1	0.015	0.058	0.1	0.008	6.578	0.474	0.022	0	0	1	0.473	1	8
SNRPG	0.01	0.036	0.063	0.008	3.686	0.884	0.014	0	0	1	0.477	1	9
TMEM55A	-0.098	-0.056	-0.015	0.008	4.637	0.462	0.021	0	0	1	0.477	1	6
ZNRD2	-0.374	-0.216	-0.057	0.008	0.562	0.905	0.081	0	0	1	0.477	1	4
LGALS12	-0.701	-0.403	-0.105	0.008	3.221	0.359	0.152	0.007	6.848	1.074	0.479	1	4
TMEM201	-0.204	-0.117	-0.031	0.008	3.653	0.819	0.044	0	0	1	0.48	1	8
ELP4	0.018	0.07	0.122	0.008	13.015	0.223	0.026	0.001	23.163	1.301	0.482	1	11
KLHDC5	-0.059	-0.034	-0.009	0.008	1.536	0.82	0.013	0	0	1	0.482	1	5
PIK3R6	-0.468	-0.269	-0.07	0.008	3.454	0.485	0.102	0	0	1	0.482	1	5
RBBP4	0.029	0.113	0.197	0.008	5.193	0.636	0.043	0	0	1	0.482	1	8
THOC5	-0.088	-0.051	-0.013	0.008	9.198	0.513	0.019	0	0	1	0.482	1	11
BEND2	-0.272	-0.156	-0.04	0.008	6.128	0.525	0.059	0	0	1	0.485	1	8
DOM3Z	-0.085	-0.049	-0.013	0.008	0.566	0.967	0.019	0	0	1	0.485	1	5
LCE3B	-0.287	-0.165	-0.043	0.008	4.017	0.404	0.062	0	0.435	1.004	0.485	1	5
MLL3	-0.064	-0.037	-0.009	0.008	1.615	0.806	0.014	0	0	1	0.487	1	5
CHMP4A	0.013	0.049	0.086	0.008	9.718	0.374	0.019	0	7.389	1.08	0.493	1	10
DUS1L	-0.057	-0.032	-0.008	0.008	7.419	0.594	0.012	0	0	1	0.494	1	10
ATP5G1	-0.066	-0.038	-0.01	0.009	3.205	0.668	0.014	0	0	1	0.497	1	6
PRDM6	-0.135	-0.078	-0.02	0.009	2.025	0.567	0.03	0	0	1	0.497	1	4
REEP1	-0.109	-0.063	-0.016	0.009	4.865	0.772	0.024	0	0	1	0.497	1	9
TMED9	0.013	0.052	0.091	0.009	4.306	0.932	0.02	0	0	1	0.497	1	11
TREX2	-0.349	-0.2	-0.051	0.009	1.913	0.861	0.076	0	0	1	0.497	1	6
WDR1	0.009	0.036	0.063	0.009	6.973	0.728	0.014	0	0	1	0.497	1	11
DDAH2	0.014	0.055	0.097	0.009	5.438	0.795	0.021	0	0	1	0.506	1	10
MFSD8	0.041	0.164	0.287	0.009	4.077	0.771	0.063	0	0	1	0.506	1	8
GALNT2	0.025	0.101	0.177	0.009	5.289	0.625	0.039	0	0	1	0.51	1	8
FBXL13	-0.281	-0.16	-0.04	0.009	4.609	0.708	0.062	0	0	1	0.514	1	8
FBXO8	0.011	0.042	0.074	0.009	7.901	0.638	0.016	0	0	1	0.514	1	11
FBXW4	0.013	0.051	0.089	0.009	8.793	0.36	0.02	0	9.016	1.099	0.514	1	9
GEMIN8	0.019	0.076	0.134	0.009	18.004	0.055	0.029	0.003	44.457	1.8	0.514	1	11
HERC2P3	-0.196	-0.112	-0.028	0.009	0.716	0.699	0.043	0	0	1	0.514	1	3
ING4	0.008	0.034	0.06	0.009	6.584	0.582	0.013	0	0	1	0.514	1	9
NOMO1	-0.118	-0.068	-0.017	0.009	10.402	0.238	0.026	0.001	23.095	1.3	0.514	1	9
NOP14	0.036	0.144	0.252	0.009	6.169	0.405	0.055	0.001	2.74	1.028	0.514	1	7
RASSF2	0.021	0.083	0.146	0.009	5.029	0.832	0.032	0	0	1	0.514	1	10
SH3GL1P1	-0.185	-0.106	-0.026	0.009	1.217	0.749	0.04	0	0	1	0.514	1	4
TMEM27	-0.243	-0.139	-0.034	0.009	2.267	0.322	0.053	0.002	11.767	1.133	0.514	1	3
ZNF331	-0.086	-0.049	-0.012	0.009	11.139	0.347	0.019	0	10.222	1.114	0.514	1	11
APP	-0.137	-0.078	-0.019	0.01	8.601	0.475	0.03	0	0	1	0.515	1	10
ATP6V1C1	-0.116	-0.066	-0.016	0.01	5.315	0.723	0.026	0	0	1	0.515	1	9
C10orf57	0.009	0.038	0.067	0.01	1.513	0.679	0.015	0	0	1	0.515	1	4
CDK8	0.041	0.168	0.295	0.01	7.142	0.308	0.065	0.005	15.989	1.19	0.515	1	7
CENPB	0.011	0.045	0.079	0.01	3.876	0.794	0.017	0	0	1	0.515	1	8
CHI3L2	0.053	0.217	0.381	0.01	1.18	0.978	0.084	0	0	1	0.515	1	7
DCAF12	0.04	0.166	0.292	0.01	3.787	0.581	0.064	0	0	1	0.515	1	6
GGTLC2	-0.291	-0.165	-0.04	0.01	2.996	0.809	0.064	0	0	1	0.515	1	7
HSP90AA1	0.009	0.039	0.068	0.01	5.514	0.702	0.015	0	0	1	0.515	1	9
KIAA0672	-0.074	-0.042	-0.01	0.01	1.142	0.767	0.016	0	0	1	0.515	1	4
LOC100129148	-0.527	-0.3	-0.074	0.009	0.237	0.627	0.116	0	0	1	0.515	1	2
LOC101927690	-0.064	-0.036	-0.009	0.01	0.072	0.789	0.014	0	0	1	0.515	1	2
LOC649853	0.055	0.224	0.393	0.009	2.227	0.328	0.086	0.002	10.182	1.113	0.515	1	3
LOC653581	0.035	0.141	0.246	0.009	0.922	0.337	0.054	0	0	1	0.515	1	2
MBD3L2	0.027	0.111	0.196	0.01	4.047	0.4	0.043	0	1.157	1.012	0.515	1	5
MIMT1	0.06	0.245	0.43	0.01	0.003	0.958	0.094	0	0	1	0.515	1	2
MUT	0.074	0.308	0.542	0.01	2.124	0.346	0.119	0.003	5.819	1.062	0.515	1	3
MYG1	0.051	0.205	0.36	0.009	0.867	0.648	0.079	0	0	1	0.515	1	3
MYO1A	-0.201	-0.114	-0.028	0.01	2.424	0.877	0.044	0	0	1	0.515	1	7
NDUFV2	-0.064	-0.037	-0.009	0.01	6.339	0.386	0.014	0	5.342	1.056	0.515	1	7
OR5A1	-0.639	-0.364	-0.089	0.01	0.079	0.778	0.14	0	0	1	0.515	1	2
PART1	0.024	0.099	0.174	0.01	2.46	0.652	0.038	0	0	1	0.515	1	5
PHF11	0.014	0.056	0.099	0.01	5.319	0.806	0.022	0	0	1	0.515	1	10
PSARL	-0.06	-0.034	-0.008	0.009	0.725	0.696	0.013	0	0	1	0.515	1	3
PYGB	-0.085	-0.048	-0.012	0.01	6.098	0.636	0.019	0	0	1	0.515	1	9
RAB26	-0.078	-0.044	-0.011	0.01	6.692	0.462	0.017	0	0	1	0.515	1	8
RAB6A	-0.096	-0.054	-0.013	0.009	4.619	0.797	0.021	0	0	1	0.515	1	9
RBM12B	0.02	0.082	0.144	0.01	13.103	0.218	0.032	0.002	23.683	1.31	0.515	1	11
RPL36	0.009	0.037	0.065	0.01	5.382	0.864	0.014	0	0	1	0.515	1	11
SALL1	-0.107	-0.061	-0.015	0.009	1.704	0.888	0.024	0	0	1	0.515	1	6
SFMBT2	0.026	0.108	0.189	0.01	10.76	0.293	0.042	0.003	16.358	1.196	0.515	1	10
STAG3L5P	-1.634	-0.93	-0.227	0.01	0.681	0.409	0.359	0	0	1	0.515	1	2
TBC1D14	0.01	0.042	0.073	0.009	4.131	0.765	0.016	0	0	1	0.515	1	8
TEN1-CDK3	-0.442	-0.251	-0.06	0.01	0.776	0.678	0.097	0	0	1	0.515	1	3
TMPRSS11E	-0.117	-0.066	-0.016	0.01	0.277	0.599	0.026	0	0	1	0.515	1	2
TRMO	-0.323	-0.184	-0.044	0.01	0.779	0.941	0.071	0	0	1	0.515	1	5
CENTD2	0.013	0.056	0.099	0.01	2.31	0.511	0.022	0	0	1	0.518	1	4
KLHL26	-0.064	-0.036	-0.009	0.01	5.409	0.862	0.014	0	0	1	0.518	1	11
KPLCE	0.038	0.16	0.282	0.01	1.382	0.501	0.062	0	0	1	0.518	1	3
MSANTD4	0.037	0.156	0.274	0.01	2.748	0.601	0.061	0	0	1	0.518	1	5
TMEM118	-0.121	-0.069	-0.016	0.01	0.463	0.927	0.027	0	0	1	0.518	1	4
TMEM155	-0.212	-0.12	-0.029	0.01	1.258	0.533	0.047	0	0	1	0.518	1	3
AP3B1	0.012	0.05	0.088	0.01	4.565	0.713	0.019	0	0	1	0.519	1	8
C17orf53	-0.402	-0.228	-0.054	0.01	0.26	0.878	0.089	0	0	1	0.519	1	3
KCTD4	-0.114	-0.065	-0.015	0.01	1.225	0.874	0.025	0	0	1	0.519	1	5
KIAA0513	-0.118	-0.067	-0.016	0.01	12.433	0.257	0.026	0.001	19.568	1.243	0.519	1	11
LOC63920	0.017	0.072	0.126	0.01	0.089	0.956	0.028	0	0	1	0.519	1	3
MSN	0.017	0.073	0.129	0.01	9.449	0.49	0.029	0	0	1	0.519	1	11
OR5K1	-0.17	-0.096	-0.023	0.01	1.697	0.428	0.037	0	0	1	0.519	1	3
OVOL3	0.013	0.054	0.096	0.01	0.066	0.798	0.021	0	0	1	0.519	1	2
PIK3AP1	0.053	0.227	0.4	0.01	10.553	0.159	0.089	0.02	33.665	1.508	0.519	1	8
PLOD3	0.019	0.082	0.145	0.01	8.055	0.428	0.032	0	0.688	1.007	0.519	1	9
PLTP	0.022	0.095	0.169	0.01	11.736	0.303	0.037	0.002	14.791	1.174	0.519	1	11
RAI17	0.008	0.035	0.062	0.01	0.158	0.924	0.014	0	0	1	0.519	1	3
RAMP1	0.014	0.059	0.104	0.01	8.728	0.463	0.023	0	0	1	0.519	1	10
RANBP1	-0.074	-0.042	-0.01	0.01	5.954	0.744	0.016	0	0	1	0.519	1	10
U2AF1L3	-0.095	-0.054	-0.013	0.01	0.87	0.647	0.021	0	0	1	0.519	1	3
ACTR6	-0.055	-0.031	-0.007	0.01	4.301	0.933	0.012	0	0	1	0.52	1	11
EPGN	-0.063	-0.036	-0.008	0.011	1.454	0.984	0.014	0	0	1	0.52	1	8
KCNN1	0.023	0.097	0.171	0.011	0.836	0.841	0.038	0	0	1	0.52	1	4
RCOR2	-0.173	-0.098	-0.023	0.01	8.584	0.284	0.038	0.002	18.45	1.226	0.52	1	8
GCN1	-0.298	-0.169	-0.039	0.011	4.149	0.386	0.066	0.001	3.582	1.037	0.522	1	5
ZNF705B	-0.307	-0.174	-0.04	0.011	0.385	0.825	0.068	0	0	1	0.522	1	3
CCDC116	0.013	0.056	0.099	0.011	1.821	0.873	0.022	0	0	1	0.523	1	6
KRBOX1-AS1	0.023	0.101	0.178	0.011	0.056	0.812	0.039	0	0	1	0.524	1	2
SLC36A1	-0.127	-0.072	-0.017	0.011	6.033	0.644	0.028	0	0	1	0.524	1	9
ANO10	0.026	0.113	0.199	0.011	3.05	0.88	0.044	0	0	1	0.525	1	8
APXL	-0.108	-0.061	-0.014	0.011	1.029	0.598	0.024	0	0	1	0.525	1	3
CCNG1	0.011	0.047	0.084	0.011	7.102	0.626	0.019	0	0	1	0.525	1	10
CYP1A2	-0.233	-0.132	-0.03	0.011	0.579	0.901	0.052	0	0	1	0.525	1	4
ECSIT	-0.059	-0.033	-0.008	0.011	3.809	0.956	0.013	0	0	1	0.525	1	11
EMC3	-0.297	-0.168	-0.039	0.011	2.174	0.825	0.066	0	0	1	0.525	1	6
HN1L	0.029	0.125	0.222	0.011	0.38	0.827	0.049	0	0	1	0.525	1	3
NFIL3	0.016	0.069	0.122	0.011	7.554	0.478	0.027	0	0	1	0.525	1	9
OR2G6	-0.562	-0.318	-0.073	0.011	1.255	0.534	0.125	0	0	1	0.525	1	3
POLR1C	-0.065	-0.037	-0.008	0.011	4.14	0.844	0.014	0	0	1	0.525	1	9
SNORD79	0.12	0.52	0.919	0.011	0.741	0.69	0.204	0	0	1	0.525	1	3
TBCC	-0.235	-0.133	-0.031	0.011	31.796	0	0.052	0.015	68.55	3.18	0.525	1	11
ACY3	-0.196	-0.111	-0.025	0.011	3.671	0.721	0.044	0	0	1	0.526	1	7
LOC157273	-0.313	-0.176	-0.04	0.011	2.351	0.125	0.069	0.006	57.47	2.351	0.526	1	2
RBMY2EP	0.06	0.264	0.467	0.011	0.472	0.492	0.104	0	0	1	0.526	1	2
AGTR2	-0.116	-0.066	-0.015	0.011	1.792	0.617	0.026	0	0	1	0.527	1	4
RALA	0.007	0.031	0.055	0.011	8.759	0.46	0.012	0	0	1	0.527	1	10
DLL3	0.01	0.045	0.081	0.011	4.541	0.805	0.018	0	0	1	0.528	1	9
GABPB2	0.057	0.249	0.442	0.011	3.788	0.436	0.098	0	0	1	0.528	1	5
HCFC2	0.035	0.152	0.269	0.011	4.216	0.755	0.06	0	0	1	0.528	1	8
