lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
SLC30A5	-0.069	-0.041	-0.014	0.003	0.587	0.899	0.014	0	0	1	0.113	1	4
SEMA3A	-0.076	-0.046	-0.015	0.003	0.194	0.907	0.016	0	0	1	0.114	1	3
MGC13096	-0.105	-0.063	-0.021	0.003	0.125	0.94	0.022	0	0	1	0.115	1	3
RASSF5	-0.145	-0.087	-0.029	0.003	0.674	0.714	0.03	0	0	1	0.115	1	3
THAP7	-0.067	-0.04	-0.013	0.003	0.517	0.915	0.014	0	0	1	0.115	1	4
CACNA2D2	-0.102	-0.061	-0.02	0.003	0.729	0.866	0.021	0	0	1	0.116	1	4
KIAA1434	-0.137	-0.082	-0.027	0.003	1.406	0.495	0.028	0	0	1	0.116	1	3
ESRRA	-0.09	-0.054	-0.018	0.003	0.9	0.826	0.018	0	0	1	0.117	1	4
IFNAR1	0.02	0.062	0.103	0.003	0.315	0.957	0.021	0	0	1	0.117	1	4
ADPRHL2	0.014	0.044	0.073	0.004	0.234	0.889	0.015	0	0	1	0.118	1	3
C20orf98	-0.095	-0.057	-0.019	0.004	0.155	0.925	0.019	0	0	1	0.118	1	3
CHGA	-0.166	-0.099	-0.033	0.004	0.266	0.966	0.034	0	0	1	0.118	1	4
CIRBP	-0.161	-0.096	-0.031	0.004	0.936	0.817	0.033	0	0	1	0.118	1	4
EPB41L3	-0.104	-0.062	-0.02	0.004	0.307	0.858	0.021	0	0	1	0.118	1	3
FLJ39378	0.014	0.042	0.071	0.004	1.603	0.449	0.015	0	0	1	0.118	1	3
GRPEL1	-0.059	-0.035	-0.012	0.004	0.192	0.979	0.012	0	0	1	0.118	1	4
REXO4	0.02	0.06	0.101	0.004	2.477	0.48	0.021	0	0	1	0.118	1	4
SAAL1	-0.09	-0.054	-0.018	0.004	0.422	0.936	0.018	0	0	1	0.118	1	4
SNX5	0.015	0.044	0.074	0.004	0.231	0.973	0.015	0	0	1	0.118	1	4
STXBP1	-0.116	-0.069	-0.023	0.004	1.116	0.773	0.024	0	0	1	0.118	1	4
SYNGR3	-0.154	-0.092	-0.03	0.004	0.591	0.744	0.032	0	0	1	0.118	1	3
TMEM170	0.021	0.065	0.108	0.003	1.532	0.465	0.022	0	0	1	0.118	1	3
WARS	-0.094	-0.056	-0.018	0.004	0.412	0.814	0.019	0	0	1	0.119	1	3
ERBB2	0.032	0.098	0.164	0.004	1.037	0.792	0.034	0	0	1	0.123	1	4
VPS13B	0.022	0.068	0.113	0.004	1.575	0.665	0.023	0	0	1	0.124	1	4
PIK3CB	-0.112	-0.067	-0.021	0.004	1.527	0.676	0.023	0	0	1	0.125	1	4
ACOT4	-0.147	-0.087	-0.028	0.004	0.717	0.699	0.03	0	0	1	0.126	1	3
CDK2AP2	0.025	0.08	0.135	0.004	0.441	0.802	0.028	0	0	1	0.128	1	3
CLNS1A	0.009	0.028	0.046	0.004	0.311	0.958	0.01	0	0	1	0.128	1	4
KATNB1	-0.112	-0.067	-0.021	0.004	0.76	0.859	0.023	0	0	1	0.128	1	4
MDK	0.042	0.133	0.224	0.004	1.508	0.68	0.046	0	0	1	0.128	1	4
MGC52057	-0.121	-0.072	-0.023	0.004	0.069	0.966	0.025	0	0	1	0.128	1	3
PCDHB4	-0.148	-0.088	-0.028	0.004	0.117	0.99	0.031	0	0	1	0.128	1	4
YBX1	0.024	0.075	0.127	0.004	0.75	0.861	0.026	0	0	1	0.128	1	4
COX7A1	-0.169	-0.1	-0.032	0.004	1.676	0.642	0.035	0	0	1	0.129	1	4
FBXO8	0.015	0.048	0.081	0.004	2.332	0.506	0.017	0	0	1	0.129	1	4
C17orf49	-0.073	-0.043	-0.014	0.004	2.131	0.546	0.015	0	0	1	0.132	1	4
GOT1	-0.114	-0.068	-0.021	0.004	0.917	0.821	0.024	0	0	1	0.132	1	4
LOC196463	-0.144	-0.085	-0.027	0.004	1.007	0.604	0.03	0	0	1	0.132	1	3
NBPF10	0.029	0.094	0.158	0.004	0.113	0.945	0.033	0	0	1	0.132	1	3
PPAPDC3	-0.105	-0.062	-0.019	0.004	1.39	0.499	0.022	0	0	1	0.132	1	3
RPL23A	0.016	0.052	0.087	0.004	1.635	0.651	0.018	0	0	1	0.132	1	4
RUNDC1	-0.114	-0.068	-0.021	0.004	0.372	0.946	0.024	0	0	1	0.132	1	4
SEC6L1	-0.084	-0.05	-0.016	0.004	0.416	0.812	0.018	0	0	1	0.132	1	3
STYXL1	0.02	0.063	0.106	0.004	0.062	0.969	0.022	0	0	1	0.132	1	3
WDR37	-0.077	-0.046	-0.014	0.004	1.566	0.457	0.016	0	0	1	0.132	1	3
SLC25A5	-0.094	-0.056	-0.017	0.004	0.739	0.691	0.02	0	0	1	0.133	1	3
AVPI1	-0.066	-0.039	-0.012	0.005	0.211	0.9	0.014	0	0	1	0.134	1	3
SLC39A1	0.02	0.065	0.109	0.005	0.684	0.71	0.023	0	0	1	0.134	1	3
TSPYL2	-0.097	-0.057	-0.018	0.005	0.711	0.871	0.02	0	0	1	0.134	1	4
NEO1	0.021	0.067	0.113	0.005	1.64	0.65	0.023	0	0	1	0.135	1	4
DHX40	0.014	0.046	0.077	0.005	1.546	0.672	0.016	0	0	1	0.136	1	4
SP110	0.023	0.076	0.129	0.005	0.29	0.865	0.027	0	0	1	0.136	1	3
NEU1	-0.084	-0.049	-0.015	0.005	2.216	0.33	0.018	0	9.761	1.108	0.139	1	3
PITRM1	-0.091	-0.054	-0.016	0.005	1.163	0.559	0.019	0	0	1	0.14	1	3
ROBO3	0.028	0.093	0.158	0.005	0.522	0.914	0.033	0	0	1	0.142	1	4
KIAA0446	-0.081	-0.048	-0.014	0.005	0.407	0.816	0.017	0	0	1	0.143	1	3
AEBP1	0.029	0.097	0.165	0.005	0.262	0.967	0.035	0	0	1	0.144	1	4
DKFZp686L1814	-0.09	-0.053	-0.016	0.005	0.743	0.69	0.019	0	0	1	0.144	1	3
LOC645974	-0.098	-0.058	-0.017	0.005	0.144	0.931	0.021	0	0	1	0.144	1	3
PIAS2	-0.172	-0.101	-0.031	0.005	0.997	0.607	0.036	0	0	1	0.144	1	3
PYGB	-0.092	-0.054	-0.016	0.005	0.883	0.83	0.019	0	0	1	0.144	1	4
TTC5	0.016	0.054	0.092	0.005	0.061	0.97	0.019	0	0	1	0.144	1	3
ALCAM	0.021	0.071	0.121	0.005	0.313	0.855	0.026	0	0	1	0.145	1	3
AP4E1	-0.061	-0.036	-0.011	0.005	2.33	0.507	0.013	0	0	1	0.145	1	4
CD320	-0.093	-0.055	-0.016	0.005	0.053	0.997	0.02	0	0	1	0.145	1	4
CNN3	0.025	0.083	0.142	0.005	0.482	0.923	0.03	0	0	1	0.145	1	4
EXOSC5	-0.084	-0.05	-0.015	0.005	0.713	0.87	0.018	0	0	1	0.145	1	4
HERPUD1	-0.095	-0.056	-0.017	0.005	0.499	0.919	0.02	0	0	1	0.145	1	4
HMFN0839	-0.143	-0.084	-0.025	0.005	1.562	0.458	0.03	0	0	1	0.145	1	3
OXA1L	-0.074	-0.044	-0.013	0.005	0.832	0.66	0.016	0	0	1	0.145	1	3
RAB26	-0.106	-0.062	-0.019	0.005	0.345	0.951	0.022	0	0	1	0.145	1	4
RAB6A	-0.105	-0.061	-0.018	0.005	1.442	0.696	0.022	0	0	1	0.145	1	4
TLN2	0.019	0.063	0.107	0.005	2.308	0.511	0.022	0	0	1	0.145	1	4
VPS13D	-0.11	-0.065	-0.019	0.005	1.045	0.79	0.023	0	0	1	0.145	1	4
RANBP1	-0.082	-0.048	-0.014	0.005	0.268	0.875	0.017	0	0	1	0.146	1	3
CARHSP1	0.024	0.082	0.14	0.005	0.874	0.832	0.03	0	0	1	0.147	1	4
DUS1L	-0.059	-0.035	-0.01	0.005	0.232	0.891	0.013	0	0	1	0.147	1	3
VAMP8	0.028	0.094	0.159	0.005	1.377	0.502	0.034	0	0	1	0.147	1	3
LZIC	0.012	0.041	0.07	0.006	1.157	0.763	0.015	0	0	1	0.148	1	4
MFSD3	-0.122	-0.072	-0.021	0.006	1.984	0.576	0.026	0	0	1	0.148	1	4
NAP1L3	-0.094	-0.055	-0.016	0.006	0.838	0.658	0.02	0	0	1	0.148	1	3
RPL18A	0.009	0.031	0.054	0.005	0.855	0.652	0.011	0	0	1	0.148	1	3
SLC36A1	-0.139	-0.081	-0.024	0.005	1.317	0.725	0.029	0	0	1	0.148	1	4
TM4SF18	-0.157	-0.092	-0.027	0.005	1.295	0.73	0.033	0	0	1	0.148	1	4
TOMM70A	-0.057	-0.034	-0.01	0.005	1.361	0.506	0.012	0	0	1	0.148	1	3
PHF11	0.02	0.067	0.115	0.006	0.206	0.902	0.024	0	0	1	0.149	1	3
SF4	-0.061	-0.036	-0.01	0.006	1.494	0.474	0.013	0	0	1	0.15	1	3
WDR8	-0.059	-0.035	-0.01	0.006	2.211	0.331	0.013	0	9.552	1.106	0.15	1	3
FAM46A	0.026	0.089	0.152	0.006	1.668	0.434	0.032	0	0	1	0.151	1	3
ERRFI1	-0.069	-0.041	-0.012	0.006	0.466	0.792	0.015	0	0	1	0.152	1	3
SYNCRIP	-0.152	-0.089	-0.026	0.006	1.789	0.617	0.032	0	0	1	0.152	1	4
EIF2AK1	-0.054	-0.032	-0.009	0.006	0.593	0.898	0.011	0	0	1	0.153	1	4
MAPRE2	0.013	0.045	0.077	0.006	0.588	0.745	0.016	0	0	1	0.153	1	3
NBPF20	0.037	0.127	0.217	0.006	1.242	0.743	0.046	0	0	1	0.153	1	4
ZFHX1B	0.028	0.097	0.167	0.006	1.805	0.406	0.035	0	0	1	0.153	1	3
FTL	0.012	0.042	0.072	0.006	0.761	0.859	0.015	0	0	1	0.156	1	4
LETMD1	-0.071	-0.042	-0.012	0.006	0.063	0.996	0.015	0	0	1	0.156	1	4
VPS36	-0.083	-0.049	-0.014	0.006	0.386	0.824	0.018	0	0	1	0.156	1	3
PRKCE	-0.114	-0.067	-0.019	0.006	0.878	0.645	0.024	0	0	1	0.159	1	3
N-PAC	-0.041	-0.024	-0.007	0.006	1.706	0.426	0.009	0	0	1	0.16	1	3
CYB5D1	-0.078	-0.045	-0.013	0.006	0.207	0.977	0.017	0	0	1	0.161	1	4
FNBP4	-0.066	-0.039	-0.011	0.006	1.617	0.656	0.014	0	0	1	0.161	1	4
PANX2	-0.107	-0.062	-0.018	0.006	1.13	0.77	0.023	0	0	1	0.161	1	4
RAB8B	0.016	0.058	0.099	0.006	1.026	0.795	0.021	0	0	1	0.162	1	4
CHURC1	-0.298	-0.173	-0.049	0.006	0.371	0.946	0.064	0	0	1	0.163	1	4
ATP1B1	-0.087	-0.051	-0.014	0.006	1.884	0.597	0.019	0	0	1	0.164	1	4
GNL3L	0.021	0.076	0.132	0.007	1.439	0.487	0.028	0	0	1	0.164	1	3
NBEA	-0.179	-0.104	-0.029	0.007	0.285	0.963	0.038	0	0	1	0.164	1	4
SCN4B	-0.128	-0.074	-0.021	0.007	1.65	0.648	0.027	0	0	1	0.164	1	4
SPARC	0.024	0.087	0.149	0.007	2.963	0.397	0.032	0	0	1	0.164	1	4
THRAP5	0.013	0.048	0.082	0.007	0.222	0.895	0.017	0	0	1	0.164	1	3
VRK1	-0.077	-0.045	-0.012	0.007	1.044	0.791	0.016	0	0	1	0.164	1	4
PFKM	-0.102	-0.059	-0.017	0.007	1.608	0.658	0.022	0	0	1	0.165	1	4
EIF3S12	-0.094	-0.055	-0.015	0.007	0.934	0.627	0.02	0	0	1	0.166	1	3
GABRG2	-0.167	-0.097	-0.027	0.007	1.861	0.394	0.036	0	0	1	0.166	1	3
KLHDC5	-0.06	-0.035	-0.01	0.007	0.743	0.69	0.013	0	0	1	0.166	1	3
RPL36	0.011	0.04	0.068	0.007	0.638	0.888	0.015	0	0	1	0.166	1	4
RRAGD	0.023	0.082	0.141	0.007	4.685	0.196	0.03	0.001	35.972	1.562	0.166	1	4
TMCO1	0.01	0.037	0.064	0.007	2.571	0.463	0.014	0	0	1	0.166	1	4
ARFGAP1	-0.081	-0.047	-0.013	0.007	1.996	0.573	0.017	0	0	1	0.167	1	4
HLA-DMA	0.037	0.136	0.234	0.007	2.569	0.277	0.05	0.002	22.154	1.285	0.167	1	3
POLDIP2	-0.086	-0.05	-0.014	0.007	1.864	0.601	0.018	0	0	1	0.167	1	4
SEZ6L2	-0.062	-0.036	-0.01	0.007	0.368	0.832	0.013	0	0	1	0.167	1	3
C9orf19	0.025	0.091	0.156	0.007	0.131	0.937	0.034	0	0	1	0.168	1	3
DDX55	-0.071	-0.041	-0.011	0.007	0.575	0.902	0.015	0	0	1	0.168	1	4
DSCR2	-0.214	-0.124	-0.034	0.007	1.224	0.542	0.046	0	0	1	0.168	1	3
H2AFJ	0.018	0.067	0.115	0.007	0.151	0.927	0.025	0	0	1	0.168	1	3
RPL30	0.011	0.042	0.073	0.007	1.327	0.515	0.016	0	0	1	0.168	1	3
RTN4IP1	-0.094	-0.054	-0.015	0.007	1.933	0.38	0.02	0	0	1	0.168	1	3
SRPR	-0.106	-0.061	-0.017	0.007	2.98	0.225	0.023	0.001	32.896	1.49	0.168	1	3
DBT	0.01	0.035	0.061	0.007	0.783	0.853	0.013	0	0	1	0.169	1	4
HSMPP8	-0.085	-0.049	-0.013	0.007	1.071	0.585	0.018	0	0	1	0.17	1	3
DOM3Z	-0.087	-0.05	-0.014	0.007	0.251	0.882	0.019	0	0	1	0.171	1	3
GRAMD1A	0.01	0.038	0.066	0.007	1.336	0.721	0.014	0	0	1	0.171	1	4
ANXA7	-0.033	-0.019	-0.005	0.007	0.301	0.86	0.007	0	0	1	0.172	1	3
FRAP1	-0.051	-0.03	-0.008	0.007	0.171	0.918	0.011	0	0	1	0.172	1	3
SDSL	0.018	0.065	0.113	0.007	0.539	0.91	0.024	0	0	1	0.172	1	4
SLC22A17	-0.053	-0.031	-0.008	0.007	1.212	0.546	0.011	0	0	1	0.172	1	3
ZC3HAV1	0.023	0.086	0.15	0.007	2.314	0.51	0.032	0	0	1	0.172	1	4
C14orf104	-0.091	-0.053	-0.014	0.008	0.767	0.682	0.02	0	0	1	0.175	1	3
ME3	-0.142	-0.082	-0.022	0.008	0.844	0.656	0.031	0	0	1	0.175	1	3
SLC45A1	-0.081	-0.047	-0.012	0.008	1.308	0.727	0.018	0	0	1	0.175	1	4
ATP5G1	-0.068	-0.039	-0.01	0.008	1.555	0.459	0.015	0	0	1	0.176	1	3
FTHL11	0.019	0.071	0.124	0.008	1.399	0.497	0.027	0	0	1	0.176	1	3
PSMC5	-0.039	-0.023	-0.006	0.008	2.842	0.417	0.008	0	0	1	0.176	1	4
ADAMTSL2	0.02	0.074	0.128	0.008	1.542	0.673	0.028	0	0	1	0.177	1	4
AP3B1	0.015	0.055	0.096	0.008	2.046	0.36	0.021	0	2.249	1.023	0.178	1	3
SERF2	0.013	0.049	0.086	0.008	0.169	0.919	0.019	0	0	1	0.178	1	3
SNRPG	0.01	0.037	0.064	0.008	0.985	0.805	0.014	0	0	1	0.178	1	4
COQ5	0.01	0.037	0.065	0.008	1.761	0.623	0.014	0	0	1	0.179	1	4
RTN4	-0.104	-0.06	-0.016	0.008	1.527	0.676	0.023	0	0	1	0.179	1	4
C6orf120	-0.159	-0.092	-0.024	0.008	2.206	0.531	0.035	0	0	1	0.18	1	4
OCIAD2	-0.175	-0.101	-0.026	0.008	0.601	0.896	0.038	0	0	1	0.181	1	4
HSP90AA1	0.01	0.04	0.069	0.008	0.911	0.823	0.015	0	0	1	0.182	1	4
TNIP1	0.017	0.064	0.112	0.008	4.367	0.224	0.024	0.001	31.302	1.456	0.182	1	4
UQCRC1	-0.11	-0.063	-0.016	0.008	2.904	0.234	0.024	0.001	31.136	1.452	0.182	1	3
COBL	0.009	0.036	0.062	0.008	1.547	0.671	0.014	0	0	1	0.184	1	4
EPGN	-0.065	-0.038	-0.01	0.008	0.255	0.88	0.014	0	0	1	0.184	1	3
HDAC1	0.018	0.07	0.122	0.008	1.119	0.773	0.026	0	0	1	0.184	1	4
PVALB	-0.355	-0.204	-0.052	0.008	3.751	0.29	0.077	0.005	20.011	1.25	0.184	1	4
CAMK2N1	-0.035	-0.02	-0.005	0.008	0.292	0.962	0.008	0	0	1	0.185	1	4
CCDC90B	0.013	0.05	0.087	0.009	3.012	0.39	0.019	0	0.415	1.004	0.185	1	4
CNKSR3	0.026	0.101	0.175	0.008	0.428	0.807	0.038	0	0	1	0.185	1	3
DGKQ	-0.098	-0.056	-0.014	0.009	1.239	0.744	0.021	0	0	1	0.185	1	4
INPPL1	0.019	0.074	0.128	0.009	1.465	0.481	0.028	0	0	1	0.185	1	3
KLHL26	-0.066	-0.038	-0.01	0.008	1.564	0.668	0.014	0	0	1	0.185	1	4
LAMB1	-0.159	-0.091	-0.023	0.009	0.371	0.946	0.035	0	0	1	0.185	1	4
LSM1	0.006	0.022	0.038	0.009	0.455	0.929	0.008	0	0	1	0.185	1	4
SCG5	-0.054	-0.031	-0.008	0.009	1.403	0.496	0.012	0	0	1	0.185	1	3
SGK3	0.023	0.089	0.156	0.008	0.478	0.924	0.034	0	0	1	0.185	1	4
SH3GLB1	0.016	0.065	0.113	0.009	0.352	0.839	0.025	0	0	1	0.185	1	3
SMYD2	-0.141	-0.081	-0.021	0.009	0.958	0.811	0.031	0	0	1	0.185	1	4
STAC2	-0.159	-0.091	-0.023	0.009	2.564	0.464	0.035	0	0	1	0.185	1	4
WDR1	0.009	0.037	0.065	0.008	2.069	0.558	0.014	0	0	1	0.185	1	4
AGL	-0.091	-0.052	-0.013	0.009	1.243	0.743	0.02	0	0	1	0.186	1	4
ALDH9A1	0.014	0.055	0.097	0.009	0.585	0.9	0.021	0	0	1	0.186	1	4
C9orf82	-0.089	-0.051	-0.013	0.009	0.233	0.89	0.02	0	0	1	0.186	1	3
DZIP1	0.013	0.052	0.09	0.009	1.376	0.711	0.02	0	0	1	0.186	1	4
VDAC1	-0.095	-0.055	-0.014	0.009	0.994	0.803	0.021	0	0	1	0.186	1	4
VIP	-0.244	-0.14	-0.035	0.009	0.095	0.992	0.053	0	0	1	0.186	1	4
BCL2L2	-0.036	-0.021	-0.005	0.009	1.285	0.733	0.008	0	0	1	0.189	1	4
CENTD1	0.018	0.074	0.13	0.009	1.555	0.459	0.028	0	0	1	0.189	1	3
OPRL1	-0.09	-0.051	-0.013	0.009	1.03	0.794	0.02	0	0	1	0.189	1	4
PH-4	-0.085	-0.048	-0.012	0.009	1.212	0.546	0.018	0	0	1	0.189	1	3
VDAC3	-0.054	-0.031	-0.008	0.009	0.978	0.613	0.012	0	0	1	0.189	1	3
ZNF512	-0.067	-0.038	-0.01	0.009	2.544	0.467	0.015	0	0	1	0.189	1	4
ACTR6	-0.056	-0.032	-0.008	0.009	1.567	0.667	0.012	0	0	1	0.19	1	4
DLL3	0.015	0.062	0.11	0.009	1.36	0.715	0.024	0	0	1	0.19	1	4
INA	-0.1	-0.057	-0.014	0.009	1.627	0.653	0.022	0	0	1	0.19	1	4
ACP2	-0.115	-0.066	-0.016	0.009	1.05	0.789	0.025	0	0	1	0.191	1	4
BIRC6	-0.096	-0.055	-0.013	0.009	1.494	0.684	0.021	0	0	1	0.191	1	4
DDX50	-0.053	-0.03	-0.007	0.009	0.047	0.977	0.012	0	0	1	0.191	1	3
EPN2	0.011	0.046	0.08	0.009	2.266	0.519	0.018	0	0	1	0.191	1	4
HARS	-0.075	-0.043	-0.01	0.009	0.773	0.679	0.016	0	0	1	0.191	1	3
KTI12	-0.077	-0.044	-0.011	0.009	0.538	0.91	0.017	0	0	1	0.191	1	4
LOC649853	0.055	0.224	0.393	0.009	2.227	0.328	0.086	0.002	10.182	1.113	0.191	1	3
PER2	-0.181	-0.103	-0.025	0.009	0.092	0.955	0.04	0	0	1	0.191	1	3
PSARL	-0.06	-0.034	-0.008	0.009	0.725	0.696	0.013	0	0	1	0.191	1	3
SCN1B	-0.253	-0.144	-0.035	0.01	2.17	0.538	0.056	0	0	1	0.191	1	4
SHC3	0.015	0.06	0.106	0.009	0.631	0.73	0.023	0	0	1	0.191	1	3
TBC1D4	-0.076	-0.043	-0.011	0.009	0.391	0.942	0.017	0	0	1	0.191	1	4
WBP4	-0.054	-0.031	-0.008	0.009	0.278	0.87	0.012	0	0	1	0.191	1	3
ZNF193	-0.074	-0.042	-0.01	0.009	0.439	0.803	0.016	0	0	1	0.191	1	3
ZNF213	-0.07	-0.04	-0.01	0.009	1.317	0.725	0.015	0	0	1	0.191	1	4
PHF2	0.014	0.056	0.098	0.01	0.87	0.647	0.021	0	0	1	0.192	1	3
ALKBH6	-0.081	-0.046	-0.011	0.01	1.766	0.622	0.018	0	0	1	0.193	1	4
DUSP23	0.013	0.055	0.096	0.01	1.472	0.689	0.021	0	0	1	0.193	1	4
DBP	-0.119	-0.068	-0.016	0.01	2.61	0.456	0.026	0	0	1	0.194	1	4
MRRF	-0.057	-0.032	-0.008	0.01	2.358	0.308	0.012	0	15.191	1.179	0.196	1	3
PEX14	-0.075	-0.042	-0.01	0.01	1.038	0.792	0.016	0	0	1	0.196	1	4
POLR1C	-0.066	-0.037	-0.009	0.01	1.468	0.69	0.014	0	0	1	0.196	1	4
RAB11FIP5	-0.101	-0.057	-0.014	0.01	3.694	0.158	0.022	0.001	45.853	1.847	0.196	1	3
TMEM118	-0.121	-0.069	-0.017	0.01	0.425	0.808	0.027	0	0	1	0.196	1	3
VARS	-0.081	-0.046	-0.011	0.01	3.62	0.164	0.018	0	44.744	1.81	0.196	1	3
RASGRP2	-0.097	-0.055	-0.013	0.01	2.308	0.511	0.021	0	0	1	0.197	1	4
ASMTL	-0.12	-0.068	-0.016	0.01	0.207	0.977	0.026	0	0	1	0.198	1	4
C10orf57	0.009	0.038	0.067	0.01	1.513	0.469	0.015	0	0	1	0.198	1	3
CDK5R2	-0.097	-0.055	-0.013	0.01	0.994	0.803	0.021	0	0	1	0.198	1	4
CDR2	-0.111	-0.063	-0.015	0.01	0.196	0.978	0.025	0	0	1	0.198	1	4
DTNA	0.034	0.142	0.251	0.01	0.488	0.784	0.055	0	0	1	0.198	1	3
LOC63920	0.017	0.072	0.126	0.01	0.089	0.956	0.028	0	0	1	0.198	1	3
PKNOX1	0.013	0.053	0.093	0.01	1.025	0.599	0.02	0	0	1	0.198	1	3
RAB37	-0.13	-0.074	-0.017	0.01	2.852	0.415	0.029	0	0	1	0.198	1	4
RAI17	0.008	0.035	0.062	0.01	0.158	0.924	0.014	0	0	1	0.198	1	3
SAP18	0.011	0.048	0.085	0.01	2.216	0.529	0.019	0	0	1	0.198	1	4
U2AF1L3	-0.095	-0.054	-0.013	0.01	0.87	0.647	0.021	0	0	1	0.198	1	3
IDH3B	-0.088	-0.05	-0.012	0.01	1.285	0.526	0.02	0	0	1	0.199	1	3
KIAA0672	-0.073	-0.042	-0.01	0.01	0.982	0.612	0.016	0	0	1	0.199	1	3
METTL1	0.008	0.034	0.06	0.01	0.887	0.642	0.013	0	0	1	0.199	1	3
SHOC2	-0.075	-0.043	-0.01	0.01	0.223	0.895	0.017	0	0	1	0.199	1	3
UBE2Z	0.011	0.047	0.082	0.011	3.943	0.268	0.018	0	23.923	1.314	0.2	1	4
APXL	-0.108	-0.061	-0.014	0.011	1.029	0.598	0.024	0	0	1	0.201	1	3
ATP5H	-0.072	-0.041	-0.009	0.011	0.191	0.909	0.016	0	0	1	0.201	1	3
CMTM7	0.014	0.062	0.11	0.011	0.622	0.891	0.024	0	0	1	0.201	1	4
DHX35	-0.057	-0.032	-0.007	0.011	3.979	0.264	0.013	0	24.602	1.326	0.201	1	4
ESAM	-0.137	-0.077	-0.018	0.011	1.084	0.781	0.03	0	0	1	0.201	1	4
HYLS1	-0.104	-0.059	-0.014	0.011	2.623	0.453	0.023	0	0	1	0.201	1	4
NUDT5	0.016	0.067	0.119	0.011	0.407	0.816	0.026	0	0	1	0.201	1	3
PTPRM	-0.11	-0.062	-0.014	0.011	0.753	0.686	0.024	0	0	1	0.201	1	3
RASSF2	0.025	0.106	0.187	0.011	1.146	0.564	0.042	0	0	1	0.201	1	3
RNF14	-0.092	-0.052	-0.012	0.011	1.415	0.702	0.02	0	0	1	0.201	1	4
ROD1	0.008	0.035	0.063	0.011	1.087	0.581	0.014	0	0	1	0.201	1	3
SPATA7	-0.12	-0.068	-0.016	0.011	0.984	0.805	0.027	0	0	1	0.201	1	4
STEAP2	-0.179	-0.101	-0.023	0.011	0.071	0.965	0.04	0	0	1	0.201	1	3
UQCRC2	-0.146	-0.082	-0.019	0.011	0.485	0.784	0.032	0	0	1	0.201	1	3
YTHDC1	0.007	0.029	0.052	0.011	1.408	0.704	0.012	0	0	1	0.201	1	4
PACSIN3	0.013	0.058	0.103	0.011	0.016	0.992	0.023	0	0	1	0.202	1	3
DOPEY1	-0.102	-0.057	-0.013	0.011	1.261	0.532	0.023	0	0	1	0.203	1	3
FAM43B	-0.148	-0.083	-0.019	0.011	1.014	0.798	0.033	0	0	1	0.203	1	4
KIAA1409	-0.109	-0.061	-0.014	0.011	1.315	0.518	0.024	0	0	1	0.203	1	3
LMBR1	-0.121	-0.068	-0.015	0.011	0.694	0.875	0.027	0	0	1	0.203	1	4
LOC144097	0.017	0.077	0.136	0.011	1.296	0.523	0.03	0	0	1	0.203	1	3
NAV1	0.01	0.045	0.08	0.011	1.548	0.461	0.018	0	0	1	0.203	1	3
NR4A2	-0.293	-0.166	-0.038	0.011	0.305	0.859	0.065	0	0	1	0.203	1	3
POLR3C	-0.08	-0.045	-0.01	0.011	1.404	0.496	0.018	0	0	1	0.203	1	3
SLC38A1	-0.083	-0.047	-0.011	0.011	0.424	0.935	0.019	0	0	1	0.203	1	4
SRGAP3	-0.079	-0.044	-0.01	0.011	0.484	0.922	0.017	0	0	1	0.203	1	4
VPS18	-0.078	-0.044	-0.01	0.011	1.795	0.616	0.017	0	0	1	0.203	1	4
CYC1	-0.068	-0.038	-0.009	0.011	0.277	0.964	0.015	0	0	1	0.204	1	4
DECR2	-0.107	-0.06	-0.014	0.011	0.493	0.782	0.024	0	0	1	0.204	1	3
AMY2B	-0.127	-0.071	-0.016	0.012	2.505	0.474	0.028	0	0	1	0.208	1	4
GNA12	0.02	0.088	0.157	0.012	0.788	0.675	0.035	0	0	1	0.208	1	3
ORC2L	-0.07	-0.039	-0.009	0.012	0.221	0.895	0.016	0	0	1	0.208	1	3
C1orf119	0.009	0.04	0.072	0.012	0.166	0.92	0.016	0	0	1	0.209	1	3
DUSP18	0.011	0.048	0.086	0.012	2.126	0.547	0.019	0	0	1	0.209	1	4
IMP3	-0.055	-0.031	-0.007	0.012	0.418	0.811	0.012	0	0	1	0.209	1	3
ING4	0.007	0.033	0.059	0.012	1.123	0.772	0.013	0	0	1	0.209	1	4
MARCKSL1	0.015	0.067	0.119	0.012	0.006	0.997	0.026	0	0	1	0.209	1	3
PCGF2	-0.081	-0.046	-0.01	0.012	2.697	0.26	0.018	0	25.857	1.349	0.209	1	3
PSCD2	-0.1	-0.056	-0.012	0.012	0.858	0.651	0.022	0	0	1	0.209	1	3
PSRC1	0.012	0.055	0.098	0.012	1.774	0.621	0.022	0	0	1	0.209	1	4
RAI1	-0.083	-0.047	-0.01	0.012	1.226	0.542	0.019	0	0	1	0.209	1	3
RPN2	0.021	0.096	0.171	0.012	4.577	0.206	0.038	0.002	34.458	1.526	0.209	1	4
SLC7A8	-0.111	-0.062	-0.014	0.012	2.292	0.514	0.025	0	0	1	0.209	1	4
TCEAL4	-0.055	-0.031	-0.007	0.012	1.227	0.747	0.012	0	0	1	0.209	1	4
YARS	-0.046	-0.026	-0.006	0.012	0.387	0.824	0.01	0	0	1	0.209	1	3
