lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
BM88	-0.067	-0.034	0	0.048	0.8	0.67	0.017	0	0	1	0.915	1	3
BMPR2	-0.066	-0.032	0.002	0.062	1.94	0.585	0.017	0	0	1	0.915	1	4
BOK	-0.002	0.054	0.109	0.06	0.843	0.656	0.029	0	0	1	0.915	1	3
BRD3	0	0.037	0.073	0.047	1.809	0.613	0.018	0	0	1	0.915	1	4
BRI3BP	-0.002	0.037	0.076	0.06	0.008	0.996	0.02	0	0	1	0.915	1	3
BRPF3	-0.055	-0.025	0.006	0.113	0.065	0.996	0.016	0	0	1	0.915	1	4
BSDC1	-0.004	0.041	0.086	0.075	1.028	0.794	0.023	0	0	1	0.915	1	4
BTBD11	-0.128	-0.06	0.009	0.088	0.935	0.627	0.035	0	0	1	0.915	1	3
BTN2A1	-0.076	-0.039	-0.003	0.035	0.158	0.924	0.019	0	0	1	0.915	1	3
BXDC5	-0.073	-0.037	-0.001	0.042	1.577	0.454	0.018	0	0	1	0.915	1	3
C10orf118	-0.007	0.035	0.077	0.105	0.302	0.86	0.021	0	0	1	0.915	1	3
C10orf7	-0.084	-0.038	0.008	0.101	0.448	0.8	0.023	0	0	1	0.915	1	3
C10orf85	0.005	0.076	0.148	0.037	0.055	0.973	0.036	0	0	1	0.915	1	3
C10orf88	-0.066	-0.029	0.008	0.13	0.446	0.8	0.019	0	0	1	0.915	1	3
C10orf97	0.001	0.022	0.043	0.037	0.342	0.843	0.011	0	0	1	0.915	1	3
C11orf10	-0.005	0.02	0.046	0.121	0.323	0.851	0.013	0	0	1	0.915	1	3
C12orf10	-0.065	-0.03	0.006	0.105	2.737	0.254	0.018	0	26.94	1.369	0.915	1	3
C12orf24	-0.126	-0.057	0.013	0.112	0.537	0.765	0.036	0	0	1	0.915	1	3
C14orf100	-0.085	-0.039	0.008	0.102	1.452	0.484	0.024	0	0	1	0.915	1	3
C14orf104	-0.083	-0.044	-0.006	0.025	0.419	0.811	0.02	0	0	1	0.915	1	3
C14orf129	-0.097	-0.043	0.011	0.116	0.97	0.616	0.028	0	0	1	0.915	1	3
C14orf152	-0.006	0.047	0.1	0.082	1.754	0.416	0.027	0	0	1	0.915	1	3
C15orf17	-0.052	-0.024	0.004	0.096	0.51	0.775	0.014	0	0	1	0.915	1	3
C16orf33	-0.063	-0.027	0.009	0.137	0.684	0.711	0.018	0	0	1	0.915	1	3
C16orf45	-0.053	-0.023	0.006	0.117	0.865	0.649	0.015	0	0	1	0.915	1	3
C17orf79	-0.084	-0.039	0.007	0.1	1.034	0.596	0.023	0	0	1	0.915	1	3
C18orf37	-0.051	-0.027	-0.003	0.026	0.133	0.936	0.012	0	0	1	0.915	1	3
C19orf2	0	0.026	0.052	0.048	0.062	0.97	0.013	0	0	1	0.915	1	3
C19orf30	-0.16	-0.069	0.022	0.138	0.583	0.747	0.047	0	0	1	0.915	1	3
C19orf4	-0.049	-0.024	0	0.053	0.136	0.934	0.013	0	0	1	0.915	1	3
C1GALT1	0.01	0.059	0.108	0.019	0.165	0.983	0.025	0	0	1	0.915	1	4
C1orf173	-0.111	-0.052	0.007	0.083	1.235	0.539	0.03	0	0	1	0.915	1	3
C1orf26	-0.007	0.035	0.077	0.1	0.382	0.826	0.021	0	0	1	0.915	1	3
C1orf51	-0.211	-0.113	-0.016	0.022	0.089	0.957	0.05	0	0	1	0.915	1	3
C1orf63	-0.01	0.043	0.096	0.115	0.972	0.615	0.027	0	0	1	0.915	1	3
C1orf88	0.004	0.044	0.085	0.031	0.713	0.7	0.021	0	0	1	0.915	1	3
C1QBP	-0.075	-0.033	0.009	0.128	0.741	0.864	0.021	0	0	1	0.915	1	4
C1QC	-0.023	0.117	0.257	0.102	1.685	0.431	0.071	0	0	1	0.915	1	3
C20orf100	-0.102	-0.05	0.002	0.061	1.094	0.579	0.027	0	0	1	0.915	1	3
C20orf103	-0.02	0.079	0.179	0.119	2.865	0.239	0.051	0.002	30.189	1.432	0.915	1	3
C20orf108	-0.001	0.035	0.071	0.06	1.395	0.498	0.018	0	0	1	0.915	1	3
C20orf149	0.009	0.051	0.093	0.017	0.023	0.989	0.022	0	0	1	0.915	1	3
C20orf22	-0.102	-0.049	0.003	0.067	0.667	0.717	0.027	0	0	1	0.915	1	3
C20orf43	-0.001	0.018	0.036	0.065	0.191	0.909	0.01	0	0	1	0.915	1	3
C20orf94	-0.004	0.077	0.158	0.061	0.864	0.649	0.041	0	0	1	0.915	1	3
C20orf98	-0.074	-0.036	0.002	0.066	0.017	0.992	0.019	0	0	1	0.915	1	3
C21orf6	-0.068	-0.037	-0.005	0.022	0.081	0.96	0.016	0	0	1	0.915	1	3
C2orf24	-0.006	0.026	0.059	0.112	0.626	0.731	0.017	0	0	1	0.915	1	3
C2orf25	-0.12	-0.053	0.013	0.113	1.049	0.592	0.034	0	0	1	0.915	1	3
C2orf29	0.003	0.035	0.067	0.032	2.091	0.351	0.016	0	4.361	1.046	0.915	1	3
C3orf10	-0.131	-0.058	0.016	0.124	0.477	0.788	0.038	0	0	1	0.915	1	3
C4orf18	-0.095	-0.043	0.009	0.103	0.689	0.709	0.027	0	0	1	0.915	1	3
C5	0.009	0.058	0.106	0.021	0.872	0.832	0.025	0	0	1	0.915	1	4
C5orf13	-0.059	-0.026	0.007	0.125	0.958	0.619	0.017	0	0	1	0.915	1	3
C5orf14	-0.078	-0.036	0.007	0.099	0.147	0.929	0.022	0	0	1	0.915	1	3
C5orf16	-0.163	-0.086	-0.009	0.028	0.932	0.627	0.039	0	0	1	0.915	1	3
C5orf21	0.001	0.022	0.043	0.039	0.59	0.744	0.011	0	0	1	0.915	1	3
C5orf37	-0.004	0.037	0.078	0.078	0.375	0.829	0.021	0	0	1	0.915	1	3
C6orf117	-0.162	-0.087	-0.011	0.024	1.829	0.401	0.039	0	0	1	0.915	1	3
C6orf120	-0.141	-0.073	-0.005	0.034	1.485	0.686	0.035	0	0	1	0.915	1	4
C6orf134	0	0.021	0.041	0.048	0.849	0.654	0.01	0	0	1	0.915	1	3
C6orf136	-0.048	-0.023	0.003	0.078	0.165	0.921	0.013	0	0	1	0.915	1	3
C6orf75	-0.08	-0.041	-0.001	0.045	0.83	0.66	0.02	0	0	1	0.915	1	3
C6orf79	0	0.052	0.103	0.05	4.007	0.135	0.026	0.001	50.09	2.004	0.915	1	3
C7orf30	-0.104	-0.048	0.007	0.089	0.244	0.885	0.028	0	0	1	0.915	1	3
C9orf132	-0.005	0.038	0.081	0.085	1.495	0.473	0.022	0	0	1	0.915	1	3
C9orf19	0.005	0.071	0.137	0.036	0.082	0.96	0.034	0	0	1	0.915	1	3
C9orf45	-0.078	-0.038	0.003	0.068	0.329	0.848	0.021	0	0	1	0.915	1	3
C9orf58	-0.016	0.072	0.159	0.108	0.68	0.712	0.045	0	0	1	0.915	1	3
C9orf90	-0.058	-0.027	0.004	0.088	1.205	0.547	0.016	0	0	1	0.915	1	3
C9orf95	-0.006	0.044	0.095	0.086	0.562	0.755	0.026	0	0	1	0.915	1	3
CABP1	-0.121	-0.064	-0.007	0.027	0.585	0.9	0.029	0	0	1	0.915	1	4
CACNA2D2	-0.085	-0.045	-0.004	0.032	0.892	0.827	0.021	0	0	1	0.915	1	4
CALR	0.002	0.038	0.075	0.039	1.013	0.798	0.019	0	0	1	0.915	1	4
CAMK2N1	-0.032	-0.017	-0.002	0.026	0.82	0.845	0.008	0	0	1	0.915	1	4
CAMSAP1	-0.048	-0.021	0.005	0.117	0.386	0.943	0.014	0	0	1	0.915	1	4
CANT1	0	0.028	0.057	0.052	0.394	0.941	0.015	0	0	1	0.915	1	4
CAPN7	-0.064	-0.03	0.004	0.084	0.132	0.988	0.017	0	0	1	0.915	1	4
CASC4	-0.108	-0.058	-0.007	0.025	0.277	0.871	0.026	0	0	1	0.915	1	3
CAT	-0.01	0.033	0.076	0.128	1.343	0.719	0.022	0	0	1	0.915	1	4
CBLB	-0.004	0.047	0.097	0.069	0.295	0.863	0.026	0	0	1	0.915	1	3
CCBL2	-0.171	-0.09	-0.009	0.029	1.413	0.493	0.041	0	0	1	0.915	1	3
CCDC12	-0.003	0.017	0.036	0.103	3.05	0.384	0.01	0	1.629	1.017	0.915	1	4
CCDC16	-0.073	-0.037	-0.002	0.04	0.504	0.777	0.018	0	0	1	0.915	1	3
CCDC23	-0.002	0.044	0.089	0.062	2.748	0.253	0.023	0	27.218	1.374	0.915	1	3
CCDC47	-0.053	-0.024	0.005	0.1	0.549	0.908	0.015	0	0	1	0.915	1	4
CCDC51	-0.078	-0.04	-0.001	0.043	0.284	0.963	0.02	0	0	1	0.915	1	4
CCDC76	0.005	0.041	0.078	0.027	0.083	0.959	0.019	0	0	1	0.915	1	3
CCKBR	-0.119	-0.055	0.009	0.091	0.88	0.83	0.033	0	0	1	0.915	1	4
CCND2	-0.075	-0.036	0.003	0.073	1.347	0.718	0.02	0	0	1	0.915	1	4
CCT4	0.005	0.03	0.056	0.021	1.105	0.776	0.013	0	0	1	0.915	1	4
CCT6A	-0.083	-0.038	0.007	0.097	0.371	0.946	0.023	0	0	1	0.915	1	4
CCT8	-0.059	-0.029	0.001	0.056	0.064	0.968	0.015	0	0	1	0.915	1	3
CD320	-0.082	-0.044	-0.005	0.026	0.045	0.997	0.02	0	0	1	0.915	1	4
CD47	0.013	0.09	0.168	0.022	0.876	0.831	0.039	0	0	1	0.915	1	4
CD81	-0.003	0.019	0.041	0.095	0.917	0.632	0.011	0	0	1	0.915	1	3
CDC2L2	0.002	0.038	0.074	0.04	0.823	0.663	0.018	0	0	1	0.915	1	3
CDC2L6	-0.004	0.05	0.104	0.067	0.381	0.826	0.027	0	0	1	0.915	1	3
CDC42BPA	-0.002	0.027	0.056	0.068	1.894	0.388	0.015	0	0	1	0.915	1	3
CDC42BPB	0.003	0.046	0.088	0.034	2.507	0.474	0.022	0	0	1	0.915	1	4
CDH11	-0.068	-0.029	0.009	0.136	0.745	0.862	0.02	0	0	1	0.915	1	4
CDH5	-0.12	-0.054	0.011	0.104	3.264	0.353	0.033	0	8.079	1.088	0.915	1	4
CDK2AP2	-0.003	0.051	0.106	0.065	0.157	0.924	0.028	0	0	1	0.915	1	3
CDK5	-0.107	-0.048	0.011	0.108	0.158	0.924	0.03	0	0	1	0.915	1	3
CDK5R1	-0.131	-0.067	-0.002	0.042	0.246	0.884	0.033	0	0	1	0.915	1	3
CDK5R2	-0.083	-0.04	0.002	0.06	0.48	0.923	0.021	0	0	1	0.915	1	4
CDK5RAP2	0.005	0.057	0.11	0.032	2.253	0.522	0.027	0	0	1	0.915	1	4
CDK6	-0.011	0.048	0.107	0.111	1.374	0.712	0.03	0	0	1	0.915	1	4
CDR2	-0.089	-0.041	0.007	0.094	0.338	0.953	0.025	0	0	1	0.915	1	4
CDS2	-0.085	-0.038	0.009	0.115	3.711	0.294	0.024	0	19.16	1.237	0.915	1	4
CECR6	-0.082	-0.038	0.005	0.086	1.628	0.443	0.022	0	0	1	0.915	1	3
CENPB	-0.007	0.028	0.062	0.12	0.294	0.863	0.018	0	0	1	0.915	1	3
CENPJ	-0.012	0.043	0.098	0.122	1.29	0.731	0.028	0	0	1	0.915	1	4
CENTA1	-0.002	0.023	0.048	0.072	0.295	0.863	0.013	0	0	1	0.915	1	3
CENTD2	0.005	0.048	0.091	0.029	0.024	0.988	0.022	0	0	1	0.915	1	3
CERK	-0.067	-0.029	0.009	0.137	0.471	0.925	0.019	0	0	1	0.915	1	4
CFLAR	-0.013	0.046	0.106	0.127	1.33	0.722	0.03	0	0	1	0.915	1	4
CGI-115	-0.002	0.032	0.066	0.068	0.917	0.632	0.018	0	0	1	0.915	1	3
CGRRF1	-0.069	-0.032	0.004	0.085	2.022	0.568	0.019	0	0	1	0.915	1	4
CHD8	0.005	0.053	0.101	0.03	0.51	0.775	0.025	0	0	1	0.915	1	3
CHFR	-0.008	0.03	0.067	0.125	0.64	0.887	0.019	0	0	1	0.915	1	4
CHGA	-0.138	-0.071	-0.005	0.036	0.287	0.962	0.034	0	0	1	0.915	1	4
CHMP1B	-0.101	-0.048	0.004	0.07	0.381	0.827	0.027	0	0	1	0.915	1	3
CHMP4A	-0.002	0.032	0.066	0.064	0.685	0.877	0.017	0	0	1	0.915	1	4
CHPF	-0.001	0.038	0.076	0.055	0.63	0.889	0.02	0	0	1	0.915	1	4
CHST3	-0.001	0.063	0.128	0.055	2.114	0.347	0.033	0	5.404	1.057	0.915	1	3
CIB1	-0.004	0.031	0.066	0.081	1.153	0.764	0.018	0	0	1	0.915	1	4
CIRBP	-0.122	-0.057	0.008	0.083	0.83	0.842	0.033	0	0	1	0.915	1	4
CITED2	-0.125	-0.067	-0.008	0.025	1.558	0.669	0.03	0	0	1	0.915	1	4
CKB	-0.035	-0.018	-0.001	0.043	1.184	0.757	0.009	0	0	1	0.915	1	4
CKMT1A	-0.086	-0.045	-0.004	0.032	0.271	0.965	0.021	0	0	1	0.915	1	4
CKMT1B	-0.098	-0.047	0.005	0.079	0.522	0.914	0.026	0	0	1	0.915	1	4
CLCN6	-0.005	0.022	0.05	0.112	2.317	0.509	0.014	0	0	1	0.915	1	4
CLCN7	0.004	0.037	0.069	0.027	2.199	0.532	0.017	0	0	1	0.915	1	4
CLDND2	-0.008	0.052	0.112	0.091	0.53	0.912	0.031	0	0	1	0.915	1	4
CLEC14A	-0.101	-0.044	0.014	0.135	2.682	0.443	0.029	0	0	1	0.915	1	4
CLEC3B	-0.139	-0.072	-0.006	0.032	1.408	0.704	0.034	0	0	1	0.915	1	4
CLIP2	-0.002	0.042	0.086	0.059	1.04	0.791	0.022	0	0	1	0.915	1	4
CLSTN1	-0.044	-0.021	0.002	0.071	0.546	0.909	0.012	0	0	1	0.915	1	4
CLTC	-0.11	-0.048	0.014	0.128	3.073	0.38	0.032	0	2.385	1.024	0.915	1	4
CMAS	-0.095	-0.042	0.011	0.119	0.524	0.914	0.027	0	0	1	0.915	1	4
CMTM4	-0.047	-0.021	0.005	0.112	0.317	0.957	0.013	0	0	1	0.915	1	4
CMTM5	0.005	0.095	0.186	0.039	1.136	0.768	0.046	0	0	1	0.915	1	4
CNKSR3	0.001	0.076	0.151	0.047	0.333	0.847	0.038	0	0	1	0.915	1	3
CNN3	0.004	0.062	0.121	0.036	0.136	0.987	0.03	0	0	1	0.915	1	4
CNP	-0.021	0.08	0.182	0.122	0.559	0.906	0.052	0	0	1	0.915	1	4
CNTN2	-0.011	0.061	0.132	0.097	0.662	0.882	0.037	0	0	1	0.915	1	4
COG4	-0.007	0.024	0.056	0.133	1.752	0.625	0.016	0	0	1	0.915	1	4
COL16A1	0.004	0.067	0.13	0.037	0.924	0.82	0.032	0	0	1	0.915	1	4
COMTD1	-0.007	0.03	0.068	0.108	0.264	0.876	0.019	0	0	1	0.915	1	3
COPG	-0.057	-0.027	0.003	0.08	0.756	0.685	0.015	0	0	1	0.915	1	3
COQ10B	-0.054	-0.025	0.005	0.109	0.68	0.878	0.015	0	0	1	0.915	1	4
COQ5	-0.003	0.024	0.052	0.084	2.322	0.508	0.014	0	0	1	0.915	1	4
COX11	-0.133	-0.062	0.009	0.085	0.124	0.94	0.036	0	0	1	0.915	1	3
COX5A	-0.083	-0.039	0.006	0.092	1.916	0.59	0.023	0	0	1	0.915	1	4
COX5B	-0.059	-0.027	0.005	0.099	0.122	0.989	0.016	0	0	1	0.915	1	4
COX7A1	-0.13	-0.061	0.007	0.08	0.841	0.84	0.035	0	0	1	0.915	1	4
COX7B	-0.092	-0.043	0.005	0.078	0.62	0.734	0.025	0	0	1	0.915	1	3
CPLX2	-0.146	-0.073	0	0.051	0.269	0.966	0.037	0	0	1	0.915	1	4
CPLX3	-0.146	-0.072	0.001	0.055	1.987	0.575	0.038	0	0	1	0.915	1	4
CPNE1	0	0.046	0.091	0.049	1.751	0.626	0.023	0	0	1	0.915	1	4
CREB3	-0.012	0.039	0.09	0.135	0.322	0.851	0.026	0	0	1	0.915	1	3
CRYL1	-0.007	0.042	0.09	0.093	0.193	0.979	0.025	0	0	1	0.915	1	4
CRYM	-0.176	-0.082	0.013	0.09	1.567	0.667	0.048	0	0	1	0.915	1	4
CSDC2	-0.093	-0.041	0.011	0.124	1.331	0.722	0.027	0	0	1	0.915	1	4
CSMD2	-0.004	0.034	0.072	0.08	0.538	0.911	0.019	0	0	1	0.915	1	4
CSPG4	-0.004	0.044	0.091	0.071	3.524	0.318	0.024	0	14.861	1.175	0.915	1	4
CTDSP1	-0.007	0.034	0.075	0.104	0.552	0.759	0.021	0	0	1	0.915	1	3
CTH	-0.091	-0.049	-0.008	0.02	0.128	0.988	0.021	0	0	1	0.915	1	4
CTNNA1	-0.007	0.035	0.077	0.098	0.37	0.946	0.021	0	0	1	0.915	1	4
CTSZ	-0.009	0.038	0.086	0.116	0.052	0.997	0.024	0	0	1	0.915	1	4
CTTN	-0.043	-0.021	0.001	0.064	0.608	0.895	0.011	0	0	1	0.915	1	4
CXorf26	-0.068	-0.036	-0.005	0.025	0.502	0.778	0.016	0	0	1	0.915	1	3
CYB5D1	-0.061	-0.029	0.004	0.083	0.245	0.97	0.017	0	0	1	0.915	1	4
CYC1	-0.058	-0.028	0.002	0.065	0.327	0.955	0.015	0	0	1	0.915	1	4
CYCS	-0.144	-0.071	0.003	0.059	0.999	0.607	0.037	0	0	1	0.915	1	3
CYP2E1	-0.132	-0.067	-0.002	0.043	0.096	0.992	0.033	0	0	1	0.915	1	4
CYP4F11	0.007	0.09	0.173	0.033	0.068	0.967	0.042	0	0	1	0.915	1	3
D4S234E	-0.141	-0.072	-0.004	0.039	0.039	0.981	0.035	0	0	1	0.915	1	3
DACH1	-0.115	-0.053	0.009	0.094	0.085	0.958	0.032	0	0	1	0.915	1	3
DAP3	-0.043	-0.019	0.006	0.138	0.311	0.958	0.012	0	0	1	0.915	1	4
DCAMKL1	-0.154	-0.069	0.016	0.111	0.786	0.675	0.043	0	0	1	0.915	1	3
DCTN6	-0.093	-0.045	0.003	0.065	1.928	0.588	0.024	0	0	1	0.915	1	4
DDEFL1	0.009	0.057	0.105	0.02	0.461	0.794	0.025	0	0	1	0.915	1	3
DDR1	-0.011	0.039	0.089	0.13	0.353	0.838	0.026	0	0	1	0.915	1	3
DDT	-0.094	-0.047	0.001	0.054	0.474	0.789	0.024	0	0	1	0.915	1	3
DDX10	-0.075	-0.035	0.005	0.088	1.586	0.663	0.02	0	0	1	0.915	1	4
DDX21	-0.091	-0.043	0.005	0.078	0.602	0.74	0.024	0	0	1	0.915	1	3
DDX24	-0.064	-0.028	0.008	0.124	0.228	0.892	0.018	0	0	1	0.915	1	3
DDX27	-0.013	0.042	0.096	0.132	0.353	0.838	0.028	0	0	1	0.915	1	3
DDX55	-0.056	-0.026	0.004	0.089	0.357	0.949	0.015	0	0	1	0.915	1	4
DHRS4	-0.002	0.039	0.08	0.065	3.501	0.321	0.021	0	14.299	1.167	0.915	1	4
DHRS7B	-0.084	-0.037	0.011	0.131	0.093	0.993	0.024	0	0	1	0.915	1	4
DHX37	0.004	0.034	0.064	0.026	0.263	0.967	0.015	0	0	1	0.915	1	4
DHX40	0.003	0.035	0.066	0.031	2.055	0.561	0.016	0	0	1	0.915	1	4
DIRAS2	-0.071	-0.032	0.008	0.121	1.548	0.671	0.02	0	0	1	0.915	1	4
DKFZP564B147	-0.003	0.024	0.051	0.076	1.951	0.377	0.014	0	0	1	0.915	1	3
DKFZP564O0823	-0.136	-0.059	0.018	0.13	0.251	0.882	0.039	0	0	1	0.915	1	3
DKFZp686L1814	-0.077	-0.04	-0.003	0.033	0.093	0.954	0.019	0	0	1	0.915	1	3
DLAT	-0.06	-0.026	0.007	0.126	1.81	0.613	0.017	0	0	1	0.915	1	4
DLD	-0.118	-0.057	0.004	0.066	0.34	0.952	0.031	0	0	1	0.915	1	4
DLL1	-0.012	0.048	0.108	0.114	0.437	0.932	0.03	0	0	1	0.915	1	4
DMAP1	0	0.022	0.044	0.046	1.683	0.641	0.011	0	0	1	0.915	1	4
DMN	-0.012	0.043	0.098	0.124	0.491	0.782	0.028	0	0	1	0.915	1	3
DMWD	-0.009	0.039	0.087	0.113	1.284	0.733	0.025	0	0	1	0.915	1	4
DNAJB2	0.006	0.047	0.088	0.024	2.505	0.474	0.021	0	0	1	0.915	1	4
DNAJB9	-0.042	-0.018	0.006	0.135	0.257	0.879	0.012	0	0	1	0.915	1	3
DNAJC13	-0.051	-0.024	0.003	0.076	1.42	0.701	0.014	0	0	1	0.915	1	4
DNASE1L1	-0.122	-0.059	0.004	0.069	0.027	0.986	0.032	0	0	1	0.915	1	3
DNPEP	0.002	0.038	0.074	0.04	1.318	0.725	0.019	0	0	1	0.915	1	4
DOCK1	-0.014	0.048	0.11	0.131	0.806	0.848	0.032	0	0	1	0.915	1	4
DOM3Z	-0.069	-0.032	0.004	0.085	1.668	0.434	0.019	0	0	1	0.915	1	3
DPM1	-0.081	-0.04	0.002	0.063	1.636	0.651	0.021	0	0	1	0.915	1	4
DPP8	-0.071	-0.039	-0.006	0.019	1.995	0.369	0.017	0	0	1	0.915	1	3
DPP9	-0.013	0.048	0.109	0.126	1.575	0.455	0.031	0	0	1	0.915	1	3
DPYSL3	-0.006	0.031	0.068	0.098	0.295	0.961	0.019	0	0	1	0.915	1	4
DPYSL4	-0.077	-0.034	0.009	0.12	0.504	0.918	0.022	0	0	1	0.915	1	4
DSCR1L1	-0.079	-0.039	0.001	0.054	0.783	0.676	0.02	0	0	1	0.915	1	3
DSCR2	-0.179	-0.089	0.001	0.053	1.13	0.568	0.046	0	0	1	0.915	1	3
DST	-0.003	0.027	0.058	0.08	1.663	0.435	0.016	0	0	1	0.915	1	3
DUS1L	-0.046	-0.021	0.003	0.091	0.799	0.671	0.013	0	0	1	0.915	1	3
DVL3	-0.048	-0.021	0.006	0.12	1.86	0.602	0.014	0	0	1	0.915	1	4
DYNLT1	0.006	0.052	0.098	0.028	0.526	0.769	0.024	0	0	1	0.915	1	3
ECD	-0.071	-0.033	0.004	0.082	0.111	0.946	0.019	0	0	1	0.915	1	3
ECSIT	-0.05	-0.024	0.002	0.07	0.414	0.937	0.013	0	0	1	0.915	1	4
EED	-0.067	-0.033	0.001	0.06	2.739	0.434	0.017	0	0	1	0.915	1	4
EFNB2	-0.058	-0.027	0.004	0.087	1.417	0.702	0.016	0	0	1	0.915	1	4
EGR1	-0.229	-0.102	0.025	0.114	0.641	0.887	0.065	0	0	1	0.915	1	4
EHBP1	-0.042	-0.019	0.004	0.104	1.276	0.735	0.012	0	0	1	0.915	1	4
EHD1	-0.009	0.034	0.078	0.119	2.008	0.571	0.022	0	0	1	0.915	1	4
EIF1AX	-0.088	-0.044	0	0.048	1.251	0.535	0.022	0	0	1	0.915	1	3
EIF2B1	-0.004	0.02	0.044	0.11	0.711	0.871	0.012	0	0	1	0.915	1	4
EIF2C2	-0.011	0.058	0.127	0.099	2.069	0.355	0.035	0	3.342	1.035	0.915	1	3
EIF3S12	-0.074	-0.035	0.005	0.086	0.63	0.73	0.02	0	0	1	0.915	1	3
EIF3S4	-0.003	0.028	0.059	0.074	0.586	0.746	0.016	0	0	1	0.915	1	3
EIF5A	0.005	0.072	0.139	0.034	2.178	0.536	0.034	0	0	1	0.915	1	4
ELAC2	-0.046	-0.02	0.006	0.138	0.905	0.824	0.013	0	0	1	0.915	1	4
ELMOD1	-0.201	-0.093	0.015	0.09	0.098	0.992	0.055	0	0	1	0.915	1	4
ELOF1	-0.008	0.025	0.058	0.139	1.182	0.554	0.017	0	0	1	0.915	1	3
ELP3	-0.007	0.024	0.055	0.131	0.329	0.955	0.016	0	0	1	0.915	1	4
ENC1	-0.12	-0.055	0.01	0.096	0.627	0.89	0.033	0	0	1	0.915	1	4
ENDOG	-0.105	-0.048	0.008	0.09	1.066	0.587	0.029	0	0	1	0.915	1	3
ENTPD6	-0.069	-0.032	0.005	0.087	0.049	0.997	0.019	0	0	1	0.915	1	4
EPAS1	-0.117	-0.058	0.001	0.054	3.045	0.385	0.03	0	1.468	1.015	0.915	1	4
EPB41L3	-0.084	-0.043	-0.001	0.045	0.276	0.871	0.021	0	0	1	0.915	1	3
EPGN	-0.051	-0.023	0.005	0.1	0.447	0.8	0.014	0	0	1	0.915	1	3
EPN2	-0.003	0.032	0.066	0.069	1.521	0.678	0.018	0	0	1	0.915	1	4
EPS15	-0.066	-0.032	0.002	0.062	1.795	0.616	0.017	0	0	1	0.915	1	4
ERBB2	-0.003	0.064	0.13	0.06	0.305	0.959	0.034	0	0	1	0.915	1	4
ESAM	-0.13	-0.071	-0.011	0.02	1.483	0.686	0.03	0	0	1	0.915	1	4
ESRRA	-0.074	-0.038	-0.002	0.039	0.11	0.991	0.018	0	0	1	0.915	1	4
ESRRG	-0.115	-0.052	0.01	0.102	0.202	0.977	0.032	0	0	1	0.915	1	4
ETV2	-0.014	0.043	0.099	0.139	0.88	0.644	0.029	0	0	1	0.915	1	3
EXOSC2	-0.073	-0.032	0.009	0.128	0.058	0.996	0.021	0	0	1	0.915	1	4
EXOSC5	-0.069	-0.035	0	0.05	0.39	0.942	0.018	0	0	1	0.915	1	4
EXOSC7	-0.052	-0.025	0.002	0.074	0.304	0.959	0.014	0	0	1	0.915	1	4
FAF1	-0.004	0.032	0.068	0.08	0.116	0.99	0.018	0	0	1	0.915	1	4
FAM102A	-0.009	0.039	0.087	0.114	0.535	0.765	0.024	0	0	1	0.915	1	3
FAM120A	-0.004	0.018	0.04	0.117	1.776	0.412	0.011	0	0	1	0.915	1	3
FAM130A1	-0.068	-0.035	-0.002	0.04	0.092	0.955	0.017	0	0	1	0.915	1	3
FAM14A	-0.014	0.046	0.106	0.131	0.465	0.793	0.031	0	0	1	0.915	1	3
FAM3A	-0.007	0.021	0.05	0.138	0.207	0.901	0.014	0	0	1	0.915	1	3
FAM49B	-0.105	-0.048	0.009	0.097	0.7	0.705	0.029	0	0	1	0.915	1	3
FASTKD2	-0.102	-0.049	0.003	0.066	0.05	0.975	0.027	0	0	1	0.915	1	3
FBXO18	-0.003	0.028	0.059	0.078	1.46	0.482	0.016	0	0	1	0.915	1	3
FBXO3	-0.079	-0.041	-0.003	0.036	1.186	0.553	0.019	0	0	1	0.915	1	3
FBXO34	-0.09	-0.045	0.001	0.053	1.16	0.763	0.023	0	0	1	0.915	1	4
FBXO8	-0.006	0.026	0.059	0.114	0.559	0.906	0.017	0	0	1	0.915	1	4
FBXW4	0.005	0.039	0.073	0.024	1.451	0.694	0.017	0	0	1	0.915	1	4
FCGBP	-0.013	0.156	0.325	0.071	2.005	0.367	0.086	0	0.231	1.002	0.915	1	3
FDFT1	-0.049	-0.025	-0.001	0.044	0.531	0.912	0.012	0	0	1	0.915	1	4
FGA	-0.039	-0.017	0.004	0.119	1.02	0.796	0.011	0	0	1	0.915	1	4
FJX1	-0.116	-0.055	0.007	0.082	3.587	0.31	0.031	0.001	16.359	1.196	0.915	1	4
FLJ10925	-0.078	-0.04	-0.002	0.041	1.104	0.576	0.02	0	0	1	0.915	1	3
FLJ13149	-0.086	-0.043	0	0.052	0.723	0.697	0.022	0	0	1	0.915	1	3
FLJ14154	-0.007	0.022	0.051	0.131	0.751	0.687	0.015	0	0	1	0.915	1	3
FLJ14213	-0.019	0.064	0.146	0.129	0.453	0.797	0.042	0	0	1	0.915	1	3
FLJ20186	-0.103	-0.045	0.012	0.124	0.246	0.884	0.03	0	0	1	0.915	1	3
FLJ20489	-0.003	0.047	0.096	0.067	1.168	0.558	0.025	0	0	1	0.915	1	3
FLJ20534	-0.105	-0.05	0.006	0.081	0.932	0.628	0.028	0	0	1	0.915	1	3
