lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
ACTA1	-0.059	-0.02	0.019	0.309	4.82	0.567	0.02	0	0	1	1	1	7
ACTA2	-0.064	0.008	0.08	0.819	6.977	0.539	0.037	0	0	1	1	1	9
ACTA2-AS1	-0.029	0.004	0.036	0.824	0.465	0.793	0.017	0	0	1	1	1	3
ACTB	-0.02	-0.003	0.014	0.759	4.678	0.699	0.009	0	0	1	1	1	8
ACTBL2	-0.207	0.061	0.33	0.654	0.47	0.79	0.137	0	0	1	1	1	3
ACTC1	-0.123	0.014	0.151	0.838	4.866	0.182	0.07	0.007	38.343	1.622	1	1	4
ACTG1	-0.016	-0.002	0.013	0.836	2.777	0.905	0.007	0	0	1	1	1	8
ACTG1P4	-0.934	0.854	2.642	0.349	6.743	0.009	0.912	1.442	85.169	6.743	1	1	2
ACTG2	-0.082	0.007	0.096	0.883	1.898	0.594	0.045	0	0	1	1	1	4
ACTL10	-0.119	0.013	0.145	0.848	1.986	0.575	0.067	0	0	1	1	1	4
ACTL6A	-0.046	-0.009	0.029	0.654	7.841	0.644	0.019	0	0	1	1	1	11
ACTL6B	-0.019	0.01	0.039	0.503	4.947	0.763	0.015	0	0	1	1	1	9
ACTL7A	-0.065	-0.005	0.054	0.866	5.626	0.344	0.03	0.001	11.127	1.125	1	1	6
ACTL7B	-0.032	0.016	0.063	0.518	3.566	0.613	0.024	0	0	1	1	1	6
ACTL8	-0.053	0.057	0.167	0.31	4.277	0.37	0.056	0.001	6.485	1.069	1	1	5
ACTL9	-0.073	0.007	0.087	0.864	2.318	0.509	0.041	0	0	1	1	1	4
ACTMAP	-0.322	-0.123	0.076	0.226	4.466	0.215	0.101	0.013	32.833	1.489	1	1	4
ACTN1	-0.069	-0.002	0.065	0.954	9.079	0.336	0.034	0.001	11.882	1.135	1	1	9
ACTN2	-0.048	-0.019	0.011	0.219	0.173	0.999	0.015	0	0	1	1	1	6
ACTN3	-0.173	0.086	0.345	0.516	7.311	0.063	0.132	0.038	58.965	2.437	1	1	4
ACTN4	-0.007	0.032	0.07	0.105	4.279	0.831	0.019	0	0	1	1	1	9
ACTR10	-0.076	-0.017	0.043	0.581	7.879	0.641	0.03	0	0	1	1	1	11
ACTR1A	0.006	0.027	0.047	0.011	3.722	0.881	0.01	0	0	1	1	1	9
ACTR1B	-0.039	-0.003	0.033	0.867	5.379	0.716	0.018	0	0	1	1	1	9
ACTR2	-0.033	-0.001	0.031	0.959	8.188	0.515	0.016	0	0	1	1	1	10
ACTR3	-0.053	-0.012	0.028	0.557	10.328	0.412	0.021	0	3.175	1.033	1	1	11
ACTR3B	-0.026	0.007	0.039	0.682	7.573	0.67	0.017	0	0	1	1	1	11
ACTR3BP2	-0.049	0.015	0.079	0.639	0.196	0.658	0.033	0	0	1	1	1	2
ACTR3C	-0.064	0.037	0.138	0.47	6.489	0.261	0.051	0.004	22.947	1.298	1	1	6
ACTR3P2	-0.181	-0.007	0.167	0.941	0.044	0.834	0.089	0	0	1	1	1	2
ACTR5	-0.028	0.001	0.03	0.942	9.595	0.384	0.015	0	6.204	1.066	1	1	10
ACTR6	-0.022	0.002	0.026	0.87	3.165	0.977	0.012	0	0	1	1	1	11
ACTR8	-0.005	0.001	0.008	0.666	17.364	0.067	0.003	0	42.409	1.736	1	1	11
ACTRT1	-0.004	0	0.004	0.955	2.28	0.943	0.002	0	0	1	1	1	8
ACTRT2	-0.077	0.001	0.078	0.99	2.791	0.732	0.04	0	0	1	1	1	6
ACTRT3	-0.036	-0.001	0.035	0.973	2.247	0.523	0.018	0	0	1	1	1	4
ACVR1	-0.037	-0.002	0.033	0.922	7.402	0.494	0.018	0	0	1	1	1	9
ACVR1B	-0.05	-0.008	0.034	0.708	9.326	0.316	0.021	0.001	14.221	1.166	1	1	9
ACVR1C	-0.278	-0.092	0.095	0.336	2.872	0.579	0.095	0	0	1	1	1	5
ACVR2A	-0.031	0.014	0.06	0.539	4.133	0.764	0.023	0	0	1	1	1	8
ACVR2B	-0.363	-0.147	0.07	0.184	4.179	0.382	0.11	0.004	4.287	1.045	1	1	5
ACVRL1	-0.277	0.044	0.364	0.79	33.316	0	0.164	0.113	81.991	5.553	1	1	7
ACY1	-0.041	-0.014	0.014	0.325	6.464	0.487	0.014	0	0	1	1	1	8
ACY1L2	-0.002	0	0.002	0.986	0.238	0.888	0.001	0	0	1	1	1	3
ACY3	-0.193	0.032	0.258	0.779	17.271	0.008	0.115	0.045	65.26	2.879	1	1	7
ACYP1	-0.066	-0.02	0.026	0.387	2.861	0.898	0.023	0	0	1	1	1	8
ACYP2	-0.073	-0.029	0.015	0.19	3.94	0.863	0.022	0	0	1	1	1	9
ADA	-0.048	0.016	0.079	0.631	12.118	0.277	0.032	0.002	17.48	1.212	1	1	11
ADA2	-0.445	-0.019	0.407	0.931	0.056	0.813	0.217	0	0	1	1	1	2
ADAD1	-0.014	0.02	0.054	0.248	3.312	0.652	0.017	0	0	1	1	1	6
ADAD2	-0.083	0.003	0.089	0.947	2.518	0.641	0.044	0	0	1	1	1	5
ADAL	-0.074	-0.036	0.002	0.063	11.39	0.328	0.019	0	12.207	1.139	1	1	11
ADAM10	-0.106	0.008	0.122	0.888	7.202	0.408	0.058	0.001	2.803	1.029	1	1	8
ADAM11	-0.073	-0.011	0.05	0.718	8.971	0.345	0.032	0.001	10.827	1.121	1	1	9
ADAM12	-0.002	0	0.002	0.968	9.16	0.517	0.001	0	0	1	1	1	11
ADAM15	-0.043	0.015	0.074	0.61	10.775	0.215	0.03	0.002	25.755	1.347	1	1	9
ADAM17	-0.021	0.019	0.059	0.357	6.102	0.73	0.021	0	0	1	1	1	10
ADAM18	-0.16	-0.053	0.053	0.328	6.493	0.261	0.054	0.005	22.999	1.299	1	1	6
ADAM19	-0.089	-0.039	0.01	0.118	3.26	0.975	0.025	0	0	1	1	1	11
ADAM2	-0.058	0.03	0.118	0.507	6.11	0.296	0.045	0.002	18.161	1.222	1	1	6
ADAM20	-0.071	0.048	0.166	0.43	8.86	0.182	0.061	0.007	32.28	1.477	1	1	7
ADAM21	-0.039	0.093	0.226	0.167	5.212	0.266	0.067	0.006	23.255	1.303	1	1	5
ADAM22	-0.011	0.012	0.034	0.305	6.603	0.471	0.011	0	0	1	1	1	8
ADAM23	-0.098	-0.024	0.05	0.527	15.83	0.071	0.038	0.004	43.147	1.759	1	1	10
ADAM28	-0.096	0.016	0.128	0.779	6.104	0.528	0.057	0	0	1	1	1	8
ADAM29	-0.062	-0.016	0.03	0.486	2.901	0.574	0.023	0	0	1	1	1	5
ADAM30	-0.013	0.02	0.052	0.24	4.953	0.422	0.017	0	0	1	1	1	6
ADAM32	-0.258	-0.039	0.181	0.73	21.216	0.001	0.112	0.054	76.433	4.243	1	1	6
ADAM33	-0.106	-0.029	0.047	0.453	0.792	0.94	0.039	0	0	1	1	1	5
ADAM3A	-0.154	0.006	0.166	0.938	4.905	0.179	0.082	0.01	38.838	1.635	1	1	4
ADAM3B	-1.539	-0.504	0.531	0.34	3.886	0.049	0.528	0.44	74.264	3.886	1	1	2
ADAM5	-0.047	-0.014	0.018	0.385	0.757	0.384	0.017	0	0	1	1	1	2
ADAM5P	-0.233	-0.065	0.103	0.448	0.26	0.61	0.086	0	0	1	1	1	2
ADAM6	-0.043	0.017	0.078	0.579	1.826	0.401	0.031	0	0	1	1	1	3
ADAM7	-0.019	0.005	0.03	0.672	1.54	0.908	0.013	0	0	1	1	1	6
ADAM8	-0.152	-0.002	0.147	0.975	4.655	0.702	0.076	0	0	1	1	1	8
ADAM9	-0.002	0	0.002	0.972	9.822	0.456	0.001	0	0	1	1	1	11
ADAMDEC1	-0.078	-0.017	0.045	0.596	4.05	0.542	0.031	0	0	1	1	1	6
ADAMTS1	-0.162	-0.059	0.044	0.261	11.664	0.07	0.053	0.008	48.561	1.944	1	1	7
ADAMTS10	-0.336	-0.077	0.182	0.561	6.603	0.252	0.132	0.025	24.272	1.321	1	1	6
ADAMTS12	-0.101	-0.016	0.069	0.714	0.26	0.967	0.044	0	0	1	1	1	4
ADAMTS13	-0.059	0.054	0.166	0.351	2.441	0.785	0.057	0	0	1	1	1	6
ADAMTS14	-0.159	-0.001	0.156	0.986	2.391	0.495	0.081	0	0	1	1	1	4
ADAMTS15	-0.022	0.022	0.066	0.331	1.933	0.586	0.023	0	0	1	1	1	4
ADAMTS16	-0.037	-0.004	0.028	0.788	1.45	0.484	0.016	0	0	1	1	1	3
ADAMTS17	-0.293	-0.123	0.046	0.155	5.646	0.227	0.087	0.011	29.155	1.412	1	1	5
ADAMTS18	-0.004	0	0.004	0.945	7.934	0.243	0.002	0	24.375	1.322	1	1	7
ADAMTS19	-0.064	0.008	0.079	0.83	0.121	0.941	0.037	0	0	1	1	1	3
ADAMTS2	-0.181	-0.058	0.065	0.354	5.332	0.255	0.063	0.006	24.986	1.333	1	1	5
ADAMTS20	-0.068	0.014	0.096	0.735	2.25	0.325	0.042	0.001	11.121	1.125	1	1	3
ADAMTS3	-0.019	0.005	0.028	0.696	0.357	0.837	0.012	0	0	1	1	1	3
ADAMTS4	-0.363	-0.105	0.154	0.427	8.018	0.091	0.132	0.035	50.115	2.005	1	1	5
ADAMTS5	-0.002	0	0.002	0.998	2.876	0.896	0.001	0	0	1	1	1	8
ADAMTS6	-0.116	-0.027	0.062	0.551	1.252	0.94	0.045	0	0	1	1	1	6
ADAMTS7	-0.068	0.006	0.079	0.875	0.523	0.77	0.037	0	0	1	1	1	3
ADAMTS8	-0.071	-0.005	0.06	0.874	14.253	0.027	0.034	0.003	57.902	2.375	1	1	7
ADAMTS9	-0.065	0.039	0.144	0.461	3.898	0.273	0.054	0.004	23.031	1.299	1	1	4
ADAMTS9-AS1	-0.34	-0.137	0.065	0.184	0.142	0.706	0.103	0	0	1	1	1	2
ADAMTS9-AS2	-0.031	-0.002	0.028	0.913	0.045	0.978	0.015	0	0	1	1	1	3
ADAMTSL1	-0.067	-0.017	0.033	0.5	1.293	0.863	0.026	0	0	1	1	1	5
ADAMTSL2	-0.018	0.021	0.06	0.292	9.181	0.327	0.02	0	12.867	1.148	1	1	9
ADAMTSL3	-0.066	-0.015	0.035	0.549	0.831	0.934	0.026	0	0	1	1	1	5
ADAMTSL4	-0.121	0.066	0.254	0.489	14.436	0.044	0.096	0.033	51.51	2.062	1	1	8
ADAMTSL4-AS1	-0.285	-0.053	0.179	0.654	0.555	0.757	0.118	0	0	1	1	1	3
ADAMTSL5	-0.072	-0.007	0.057	0.826	5.014	0.542	0.033	0	0	1	1	1	7
ADAP1	-0.221	-0.064	0.094	0.428	7.056	0.316	0.08	0.007	14.962	1.176	1	1	7
ADAP2	-0.08	0.089	0.258	0.302	6.299	0.391	0.086	0.003	4.752	1.05	1	1	7
ADAR	-0.017	0.007	0.031	0.573	3.018	0.933	0.012	0	0	1	1	1	9
ADARB1	-0.093	-0.041	0.011	0.119	9.053	0.249	0.027	0.001	22.677	1.293	1	1	8
ADARB2	-0.045	0.011	0.068	0.693	7.316	0.397	0.029	0	4.313	1.045	1	1	8
ADARB2-AS1	-0.256	0.043	0.342	0.779	1.14	0.286	0.152	0.024	12.292	1.14	1	1	2
ADAT1	-0.047	0.018	0.083	0.583	13.044	0.11	0.033	0.003	38.669	1.63	1	1	9
ADAT2	-0.279	-0.091	0.097	0.343	1.472	0.832	0.096	0	0	1	1	1	5
ADAT3	-0.02	0.105	0.23	0.098	2.082	0.838	0.064	0	0	1	1	1	6
ADC	-0.047	-0.008	0.032	0.708	3.303	0.509	0.02	0	0	1	1	1	5
ADCK1	-0.005	0.027	0.059	0.095	6.414	0.779	0.016	0	0	1	1	1	11
ADCK2	-0.023	0.013	0.049	0.485	10.875	0.367	0.019	0	8.047	1.088	1	1	11
ADCK3	-0.059	0.073	0.205	0.279	0.297	0.586	0.067	0	0	1	1	1	2
ADCK4	-0.002	0	0.002	0.98	0.944	0.967	0.001	0	0	1	1	1	6
ADCK5	-0.002	0	0.002	0.967	8.481	0.582	0.001	0	0	1	1	1	11
ADCY1	-0.039	-0.008	0.023	0.601	5.563	0.592	0.016	0	0	1	1	1	8
ADCY10	-0.107	-0.031	0.046	0.43	7.027	0.318	0.039	0.002	14.61	1.171	1	1	7
ADCY10P1	-0.857	0.145	1.148	0.776	1.403	0.236	0.512	0.291	28.706	1.403	1	1	2
ADCY2	-0.004	0	0.004	0.923	4.057	0.852	0.002	0	0	1	1	1	9
ADCY3	-0.014	0.017	0.049	0.279	3.684	0.931	0.016	0	0	1	1	1	10
ADCY4	-0.096	0.008	0.111	0.88	4.738	0.692	0.053	0	0	1	1	1	8
ADCY5	-0.057	-0.004	0.049	0.897	2.139	0.906	0.027	0	0	1	1	1	7
ADCY6	-0.015	0.01	0.036	0.427	4.198	0.839	0.013	0	0	1	1	1	9
ADCY7	-0.004	0	0.004	0.92	9.003	0.532	0.002	0	0	1	1	1	11
ADCY8	-0.042	-0.009	0.023	0.574	5.758	0.568	0.017	0	0	1	1	1	8
ADCY9	-0.066	-0.024	0.017	0.246	7.266	0.7	0.021	0	0	1	1	1	11
ADCYAP1	-0.073	-0.023	0.027	0.364	7.986	0.334	0.025	0.001	12.344	1.141	1	1	8
ADCYAP1R1	-0.047	0.001	0.048	0.981	3.761	0.584	0.024	0	0	1	1	1	6
ADD1	-0.01	0.012	0.034	0.274	5.298	0.87	0.011	0	0	1	1	1	11
ADD2	-0.206	-0.068	0.07	0.334	10.093	0.183	0.07	0.011	30.648	1.442	1	1	8
ADD3	-0.046	0.001	0.048	0.958	6.164	0.723	0.024	0	0	1	1	1	10
ADD3-AS1	-0.823	-0.112	0.599	0.757	4.293	0.117	0.363	0.222	53.413	2.147	1	1	3
ADFP	-0.004	0	0.004	0.994	0.15	0.928	0.002	0	0	1	1	1	3
ADGB	-0.122	0.061	0.245	0.514	3.943	0.268	0.094	0.01	23.908	1.314	1	1	4
ADGRA1	-0.15	-0.003	0.145	0.972	0.641	0.726	0.075	0	0	1	1	1	3
ADGRA2	-0.102	0.015	0.131	0.805	0.775	0.856	0.06	0	0	1	1	1	4
ADGRA3	-0.246	-0.033	0.18	0.764	3.105	0.376	0.109	0.002	3.367	1.035	1	1	4
ADGRB1	-0.19	-0.02	0.149	0.814	2.106	0.716	0.087	0	0	1	1	1	5
ADGRB3	-0.13	0.11	0.349	0.371	2.182	0.336	0.122	0.004	8.341	1.091	1	1	3
ADGRD1	-0.06	0.069	0.197	0.295	3.841	0.428	0.066	0	0	1	1	1	5
ADGRE1	-0.485	0.012	0.509	0.962	2.271	0.321	0.254	0.035	11.946	1.136	1	1	3
ADGRE2	-0.318	0.069	0.456	0.728	1.103	0.576	0.197	0	0	1	1	1	3
ADGRE3	-0.336	0.078	0.492	0.711	1.609	0.447	0.211	0	0	1	1	1	3
ADGRE4P	-1.624	-0.257	1.11	0.713	0	0.984	0.698	0	0	1	1	1	2
ADGRE5	-0.115	0.035	0.185	0.65	3.351	0.341	0.077	0.003	10.478	1.117	1	1	4
ADGRF1	-0.098	0.018	0.134	0.763	0.572	0.751	0.059	0	0	1	1	1	3
ADGRF3	-0.165	-0.044	0.077	0.479	0.459	0.977	0.062	0	0	1	1	1	5
ADGRF4	-0.235	-0.09	0.055	0.225	0.804	0.37	0.074	0	0	1	1	1	2
ADGRF5	-0.314	-0.113	0.088	0.269	0.15	0.699	0.102	0	0	1	1	1	2
ADGRG1	-0.485	-0.163	0.16	0.322	6.644	0.084	0.164	0.046	54.846	2.215	1	1	4
ADGRG2	-0.254	-0.012	0.23	0.922	5.905	0.116	0.123	0.026	49.192	1.968	1	1	4
ADGRG3	-0.19	-0.041	0.109	0.596	1.32	0.725	0.076	0	0	1	1	1	4
ADGRG4	-0.074	0.071	0.216	0.339	0.21	0.647	0.074	0	0	1	1	1	2
ADGRG5	-0.23	-0.066	0.097	0.426	4.336	0.362	0.083	0.003	7.756	1.084	1	1	5
ADGRG6	-0.214	0.115	0.445	0.492	5.479	0.242	0.168	0.037	26.99	1.37	1	1	5
ADGRG7	-0.092	0.055	0.201	0.466	0.828	0.661	0.075	0	0	1	1	1	3
ADGRL1	-0.113	-0.004	0.106	0.946	3.054	0.549	0.056	0	0	1	1	1	5
ADGRL2	-0.39	-0.09	0.211	0.559	0.387	0.824	0.153	0	0	1	1	1	3
ADGRL3	-0.265	-0.139	-0.013	0.031	0.074	0.964	0.064	0	0	1	1	1	3
ADGRV1	-0.044	0.072	0.188	0.225	2.298	0.513	0.059	0	0	1	1	1	4
ADH1A	-0.061	0.013	0.087	0.729	0.503	0.918	0.038	0	0	1	1	1	4
ADH1B	-0.129	0.029	0.188	0.716	5.137	0.162	0.081	0.011	41.606	1.712	1	1	4
ADH1C	-0.128	0.089	0.307	0.42	3.261	0.196	0.111	0.016	38.672	1.631	1	1	3
ADH4	-0.338	0.006	0.351	0.971	15.771	0.001	0.176	0.092	80.978	5.257	1	1	4
ADH5	-0.014	0.013	0.04	0.342	2.936	0.938	0.014	0	0	1	1	1	9
ADH6	-0.066	-0.024	0.019	0.281	2.117	0.833	0.022	0	0	1	1	1	6
ADH7	-0.04	0.032	0.104	0.379	0.372	0.946	0.037	0	0	1	1	1	4
ADHFE1	-0.043	0.013	0.068	0.653	9.323	0.316	0.028	0.001	14.189	1.165	1	1	9
ADI1	0.021	0.132	0.242	0.019	4.383	0.735	0.056	0	0	1	1	1	8
ADIG	-0.099	0.016	0.132	0.785	3.745	0.29	0.059	0.003	19.895	1.248	1	1	4
ADIPOQ	-0.036	-0.001	0.033	0.937	0.269	0.966	0.018	0	0	1	1	1	4
ADIPOR1	-0.03	-0.005	0.02	0.694	4.883	0.674	0.013	0	0	1	1	1	8
ADIPOR2	0.006	0.055	0.105	0.03	4.887	0.899	0.025	0	0	1	1	1	11
ADIRF	-0.082	0.003	0.088	0.941	0.422	0.81	0.043	0	0	1	1	1	3
ADIRF-AS1	-0.592	-0.101	0.39	0.687	1.871	0.171	0.251	0.08	46.552	1.871	1	1	2
ADISSP	-0.287	-0.066	0.155	0.56	1.87	0.393	0.113	0	0	1	1	1	3
ADK	-0.147	0.002	0.151	0.979	1.786	0.938	0.076	0	0	1	1	1	7
ADM	-0.161	-0.048	0.066	0.41	6.5	0.772	0.058	0	0	1	1	1	11
ADM2	-0.226	-0.085	0.056	0.239	0.942	0.918	0.072	0	0	1	1	1	5
ADM5	-0.109	-0.044	0.021	0.186	2.81	0.59	0.033	0	0	1	1	1	5
ADNP	-0.066	-0.04	-0.014	0.003	9.132	0.52	0.013	0	0	1	1	1	11
ADNP-AS1	-0.584	-0.092	0.4	0.713	0.078	0.78	0.251	0	0	1	1	1	2
ADNP2	-0.121	-0.015	0.091	0.781	1.161	0.979	0.054	0	0	1	1	1	7
ADO	-0.093	0.003	0.098	0.954	1.489	0.96	0.049	0	0	1	1	1	7
ADORA1	-0.004	0	0.004	0.995	2.466	0.93	0.002	0	0	1	1	1	8
ADORA2A	-0.208	-0.071	0.067	0.313	4.51	0.479	0.07	0	0	1	1	1	6
ADORA2A-AS1	-0.086	0.051	0.188	0.468	3.054	0.217	0.07	0.007	34.509	1.527	1	1	3
ADORA2B	-0.071	0.004	0.079	0.916	13.653	0.189	0.038	0.003	26.754	1.365	1	1	11
ADORA3	-0.045	0.026	0.097	0.475	7.358	0.393	0.036	0.001	4.87	1.051	1	1	8
ADPGK	-0.016	0.009	0.033	0.496	3.096	0.876	0.013	0	0	1	1	1	8
ADPGK-AS1	-0.538	-0.059	0.421	0.81	0.013	0.909	0.245	0	0	1	1	1	2
ADPRH	-0.054	0.014	0.083	0.686	13.443	0.2	0.035	0.003	25.613	1.344	1	1	11
ADPRHL1	-0.004	0	0.004	0.951	6.466	0.775	0.002	0	0	1	1	1	11
ADPRHL2	-0.006	0.023	0.052	0.124	0.649	0.996	0.015	0	0	1	1	1	7
ADPRM	-0.278	-0.079	0.12	0.435	8.299	0.141	0.102	0.022	39.751	1.66	1	1	6
ADPRS	-0.24	-0.103	0.034	0.141	2.406	0.492	0.07	0	0	1	1	1	4
ADRA1A	-0.028	0.02	0.068	0.416	4.838	0.565	0.025	0	0	1	1	1	7
ADRA1B	-0.025	0.002	0.028	0.906	7.626	0.471	0.013	0	0	1	1	1	9
ADRA1D	-0.13	-0.045	0.04	0.299	2.307	0.805	0.043	0	0	1	1	1	6
ADRA2A	-0.075	0.01	0.096	0.812	0.387	0.984	0.044	0	0	1	1	1	5
ADRA2B	-0.019	0.015	0.05	0.384	7.056	0.423	0.018	0	0.797	1.008	1	1	8
ADRA2C	-0.086	0.03	0.147	0.608	2.202	0.821	0.059	0	0	1	1	1	6
ADRB1	-0.009	0.067	0.143	0.082	4.295	0.745	0.039	0	0	1	1	1	8
ADRB2	-0.259	-0.037	0.184	0.74	1.592	0.902	0.113	0	0	1	1	1	6
ADRB3	-0.156	-0.008	0.14	0.918	10.718	0.057	0.076	0.014	53.351	2.144	1	1	6
ADRBK1	-0.168	0.034	0.237	0.739	4.71	0.095	0.103	0.019	57.54	2.355	1	1	3
ADRBK2	-0.191	0.001	0.193	0.994	0.154	0.926	0.098	0	0	1	1	1	3
ADRM1	-0.017	0.004	0.026	0.697	6.928	0.732	0.011	0	0	1	1	1	11
ADSL	-0.026	0.001	0.028	0.953	5.254	0.874	0.014	0	0	1	1	1	11
ADSS	-0.049	-0.008	0.033	0.706	2.268	0.893	0.021	0	0	1	1	1	7
ADSS1	-0.093	0.143	0.379	0.235	0.562	0.755	0.12	0	0	1	1	1	3
ADSS2	-0.042	0.137	0.315	0.134	5.202	0.158	0.091	0.014	42.325	1.734	1	1	4
ADSSL1	-0.05	-0.004	0.041	0.853	2.926	0.818	0.023	0	0	1	1	1	7
ADTRP	-0.196	-0.05	0.097	0.505	3.837	0.428	0.075	0	0	1	1	1	5
AEBP1	-0.039	0.03	0.098	0.396	10.708	0.381	0.035	0.001	6.611	1.071	1	1	11
AEBP2	-0.044	-0.017	0.01	0.225	6.439	0.777	0.014	0	0	1	1	1	11
AEN	-0.241	-0.117	0.007	0.064	7.549	0.273	0.063	0.006	20.515	1.258	1	1	7
AES	-0.028	-0.004	0.02	0.744	1.737	0.884	0.012	0	0	1	1	1	6
AFAP	-0.034	0.021	0.076	0.449	0.123	0.94	0.028	0	0	1	1	1	3
AFAP1	-0.085	-0.003	0.08	0.947	3.704	0.813	0.042	0	0	1	1	1	8
AFAP1-AS1	-0.052	0.008	0.069	0.787	0.045	0.833	0.031	0	0	1	1	1	2
AFAP1L1	-0.245	-0.073	0.099	0.406	14.499	0.013	0.088	0.025	65.515	2.9	1	1	6
AFAP1L2	-0.065	-0.02	0.026	0.392	11.211	0.341	0.023	0.001	10.804	1.121	1	1	11
AFAR3	-0.002	0	0.002	0.989	0.511	0.916	0.001	0	0	1	1	1	4
AFDN	-0.502	-0.023	0.457	0.926	0.326	0.568	0.245	0	0	1	1	1	2
AFF1	-0.301	-0.13	0.04	0.134	1.508	0.825	0.087	0	0	1	1	1	5
AFF2	-0.045	0.006	0.057	0.823	14.45	0.044	0.026	0.002	51.556	2.064	1	1	8
AFF3	-0.029	0.004	0.037	0.823	5.436	0.71	0.017	0	0	1	1	1	9
AFF4	-0.077	-0.035	0.007	0.1	8.04	0.43	0.021	0	0.492	1.005	1	1	9
AFG1L	-0.397	-0.057	0.282	0.741	0.988	0.804	0.173	0	0	1	1	1	4
AFG2A	-0.096	0.029	0.154	0.651	0.22	0.896	0.064	0	0	1	1	1	3
AFG2B	-0.149	0.042	0.233	0.668	6.302	0.098	0.097	0.017	52.397	2.101	1	1	4
AFG3L1	-0.005	0	0.004	0.984	5.802	0.122	0.002	0	48.297	1.934	1	1	4
AFG3L1P	-0.267	-0.109	0.049	0.176	1.337	0.855	0.081	0	0	1	1	1	5
AFG3L2	-0.031	0.018	0.066	0.468	13.193	0.154	0.025	0.001	31.781	1.466	1	1	10
AFM	-0.032	-0.002	0.028	0.908	2.898	0.575	0.015	0	0	1	1	1	5
AFMID	-0.035	0.044	0.122	0.278	7.303	0.398	0.04	0.001	4.149	1.043	1	1	8
AFP	-0.094	-0.032	0.031	0.323	4.243	0.374	0.032	0.001	5.736	1.061	1	1	5
AFTIPHILIN	-0.057	-0.02	0.017	0.292	0.382	0.826	0.019	0	0	1	1	1	3
AFTPH	-0.01	0.023	0.055	0.168	6.438	0.777	0.016	0	0	1	1	1	11
AGA	-0.029	0.037	0.103	0.271	5.927	0.747	0.034	0	0	1	1	1	10
AGA-DT	-0.154	0.298	0.75	0.196	0.027	0.87	0.231	0	0	1	1	1	2
AGAP1	-0.357	-0.14	0.077	0.206	7.964	0.093	0.111	0.027	49.773	1.991	1	1	5
AGAP1-IT1	-0.681	-0.125	0.431	0.659	1.722	0.189	0.284	0.07	41.924	1.722	1	1	2
AGAP11	-0.165	-0.042	0.08	0.497	3.08	0.379	0.062	0.001	2.606	1.027	1	1	4
AGAP2	-0.26	-0.083	0.095	0.364	5.981	0.201	0.091	0.014	33.121	1.495	1	1	5
AGAP3	-0.199	0.031	0.26	0.793	12.181	0.032	0.117	0.039	58.952	2.436	1	1	6
AGAP4	-1.017	-0.171	0.676	0.693	5.899	0.052	0.432	0.34	66.096	2.949	1	1	3
AGAP6	-0.979	-0.441	0.097	0.108	10.783	0.013	0.275	0.183	72.179	3.594	1	1	4
AGAP7	-0.448	-0.085	0.278	0.646	1.1	0.294	0.185	0.007	9.09	1.1	1	1	2
AGAP9	-0.928	-0.329	0.27	0.282	3.242	0.198	0.306	0.129	38.311	1.621	1	1	3
AGBL1	-0.075	0.015	0.105	0.74	4.642	0.326	0.046	0.002	13.836	1.161	1	1	5
AGBL2	-0.081	0.009	0.099	0.846	4.097	0.769	0.046	0	0	1	1	1	8
AGBL3	-0.084	-0.017	0.049	0.607	4.788	0.571	0.034	0	0	1	1	1	7
AGBL4	-0.068	0.046	0.16	0.431	5.605	0.231	0.058	0.005	28.635	1.401	1	1	5
AGBL5	0.018	0.109	0.199	0.019	2.338	0.939	0.046	0	0	1	1	1	8
AGER	-0.003	0	0.003	0.968	7.74	0.356	0.002	0	9.56	1.106	1	1	8
AGFG1	-0.054	0.06	0.174	0.304	9.473	0.22	0.058	0.007	26.106	1.353	1	1	8
AGFG2	-0.111	-0.035	0.041	0.367	6.084	0.414	0.039	0	1.382	1.014	1	1	7
AGGF1	-0.033	0.004	0.041	0.83	6.356	0.704	0.019	0	0	1	1	1	10
AGK	-0.147	-0.001	0.146	0.992	2.766	0.906	0.075	0	0	1	1	1	8
AGL	-0.046	-0.007	0.031	0.706	6.601	0.58	0.02	0	0	1	1	1	9
AGMAT	-0.149	-0.044	0.06	0.403	5.659	0.58	0.053	0	0	1	1	1	8
AGMO	-0.251	-0.048	0.156	0.645	8.928	0.03	0.104	0.028	66.399	2.976	1	1	4
AGO1	-0.115	-0.001	0.114	0.992	1.691	0.429	0.058	0	0	1	1	1	3
AGO2	-0.227	0.117	0.462	0.505	1.716	0.19	0.176	0.034	41.723	1.716	1	1	2
AGO3	-0.148	0.025	0.197	0.78	0.002	0.966	0.088	0	0	1	1	1	2
AGO4	-0.22	-0.029	0.162	0.767	1.101	0.577	0.097	0	0	1	1	1	3
AGPAT1	-0.041	-0.018	0.005	0.116	3.269	0.859	0.012	0	0	1	1	1	8
AGPAT2	-0.03	0.007	0.044	0.717	4.986	0.759	0.019	0	0	1	1	1	9
AGPAT3	-0.066	0.048	0.161	0.412	6.762	0.454	0.058	0	0	1	1	1	8
AGPAT4	-0.03	0.01	0.05	0.626	4.218	0.837	0.02	0	0	1	1	1	9
AGPAT4-IT1	-0.454	-0.154	0.145	0.313	0.789	0.674	0.153	0	0	1	1	1	3
